Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),N (mg/kg),P (mg/kg),K (mg/kg),Mg (mg/kg),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NMNX-356,0-30,Loy,,1.48,4.18,1.62,17.29,25.85,14.38,363.11,31.695640535289,22.93,11.15,2.0170769908991,8.14,2.39694266711618,2.19,Sabzi
NTXM-365,0-30,Qumoq,,3.64,2.7,1.34,28.58,60.19,31.4,460.87,34.6145881300439,25.34,6.82,1.42559143107228,12.17,1.55032814898641,3.15,Sabzi
NMNT-357,0-30,Yengil qum,,4.18,1.9,1.36,22.01,68.76,33.91,519.7,31.6685265350571,25.04,7.9,3.87985070742502,6.29,2.463266116455,1.33,Sabzi
NTTM-326,0-30,Yengil qum,,1.73,2.21,1.44,18.26,24.32,17.23,371.92,33.0408043397303,26.85,7.49,2.05629177235748,7.16,1.6647586133198,2.86,Sabzi
NMNX-53014,0-30,Qumoq,,3.38,0.87,1.32,15.16,72.73,28.26,451.35,36.574991763326,27.44,9.77,6.02030571829852,11.37,2.787945839913,1.14,Sabzi
NMNX-53135,0-30,Loy,,1.55,3.83,1.68,13.69,25.73,16.15,357.92,27.5949152888516,22.8,10.38,1.34613580136101,8.29,2.32392929178277,2.2,Sabzi
NTXM-365,0-30,Yengil qum,,2.53,2.79,1.68,13.84,40.66,20.88,426.92,52.2120442617796,25.09,11.95,6.14335815286673,4.74,3.0711135239042,2.83,Sabzi
NMNX-357,0-30,Yengil qum,,2.14,4.24,1.52,20.71,33.29,21.86,391.09,56.022871388731,25.52,8.93,2.46615362913984,14.52,2.23218160478763,2.99,Sabzi
NTXM-366,0-30,Yengil qum,,1.04,4.54,1.77,26.07,15.7,10.88,361.29,52.5431137443832,27.96,8.19,2.00912159455432,4.17,2.74646585766653,,Sabzi
NMNT-358,0-30,Loy,,4.4,0.94,1.3,22.75,59.37,32.66,503.82,34.7377065320121,21.4,9.42,2.82698499933003,11.24,2.64556659272111,2.48,Sabzi
NTTM-327,0-30,Yengil qum,,4.09,1.94,1.47,29.31,58.29,28.58,437.35,,19.84,6.74,3.78642968016663,12.81,3.47324850805841,0.81,Sabzi
NMNX-53015,0-30,Loy,,4.01,4.3,1.37,22.3,62.02,33.3,442.07,54.5286374404109,15.42,10.8,2.05343259161965,7.39,2.26956232662623,2.9,Sabzi
NMNX-53136,0-30,Gill,,3.33,3.26,1.48,22.21,51.65,24.25,406.09,38.4706733883343,23.34,9.64,2.64803153877344,8.97,1.73383241220753,1.5,Sabzi
NTXM-366,0-30,Loy,,2.39,4.68,1.71,28.76,39.5,21.34,442.69,48.2283079923845,22.73,6.91,5.32538511252976,14.45,2.55187376747902,2.91,Sabzi
NMNX-358,0-30,Loy,,2.74,2.48,1.59,15.77,37.87,24.53,374.51,25.4527196750076,28.3,9.89,2.93896259538163,,1.2,0.93,Sabzi
NTXM-367,0-30,Yengil qum,,4.05,1.15,1.42,18.43,58.73,33.39,536.52,29.0641129660068,28.55,8.42,6,,2.59087008388898,2.2,Sabzi
NMNT-359,0-30,Yengil qum,,4.92,0.92,1.4,25.45,71.39,37.91,481,22.238797430788,28.56,9.82,3.29717244662172,11.47,1.25593911205982,2.23,Sabzi
NTTM-328,0-30,Qumoq,,3.7,1.44,1.48,20.01,56.62,32.27,407.83,49.5866886711118,22.73,8.34,1.2,3.65,2.37015962216624,1.98,Sabzi
NMNX-53016,0-30,Loy,,4.14,0.76,1.33,29.99,62.1,28.18,471.21,36.0619516452741,27.86,9.89,3.40365959820265,8.89,3.31705288823426,1.72,Sabzi
NMNX-53137,0-30,Yengil qum,,3.06,1.1,1.55,27.83,39.44,20.13,425.41,52.3421867548782,27.53,8.24,4.90567465935828,6.36,3.06412855912106,2.37,Sabzi
NTXM-367,0-30,Gill,,1.75,2.19,1.58,19.24,33.25,15.04,377.41,34.229831882979,27.52,10.15,4.07555832369034,12.78,2.9,1.2,Sabzi
NMNX-359,0-30,Yengil qum,,3.46,0.92,1.33,14.6,61.68,28.23,469.77,36.4508813757559,29.81,8.1,5.22402286227585,,1.93122684914363,1.78,Sabzi
NTXM-368,0-30,Qumoq,,4.1,0.78,1.45,12.23,60.2,32.68,452.5,44.0669117264965,20.66,11.03,1.2,3.91,1.38347865584731,0.93,Sabzi
NMNT-360,0-30,Yengil qum,,1.95,1.84,1.63,24.8,31.9,17.83,371.53,39.966164761246,27.62,,1.53904371746327,4.67,2.23179444417917,2.16,Sabzi
NTTM-329,0-30,Yengil qum,,2.91,2.18,1.39,27.01,38.85,22.71,413.76,37.1599887409684,29.76,8.29,4.95183705264445,8.24,2.56144233817067,1.92,Sabzi
NMNX-53017,0-30,Gill,,1.67,3.85,1.54,23.57,26.63,17.27,360.34,36.3199389883191,27.68,6.96,5.33325784881292,5.01,2.12808472007041,2.31,Sabzi
NMNX-53138,0-30,Qumoq,,3.81,2.49,1.37,28.76,66.08,37.35,484.7,53.8270670308807,29.37,10.57,1,9.01,2.546001401785,0.7,Sabzi
NTXM-368,0-30,Gill,,1.04,3.58,1.63,16.72,23.82,13.34,357.71,34.1830268676975,26.17,12.7,5.28664934903879,4.61,1.93530160186376,1.48,Sabzi
TSPD-2217,0-30,Yengil qum,,1.24,3.52,1.76,15.54,23.5,12.52,329.78,33.1850665352674,26.11,10.29,3.65883312617928,10.92,2.31282289141912,2.15,Sabzi
Karta-328,0-30,Yengil qum,,2.03,3.04,1.61,16.05,25.38,15.6,388.24,59.9904054714886,27.23,7.88,4.2853871333197,3.99,2.06453738656338,2.03,Sabzi
NTTM-330,0-30,Yengil qum,,3.2,2.82,1.41,24.84,51.26,26.57,433.2,47.4200186312587,20.02,11.66,3.36733997513478,10.61,1.53156548411928,2.03,Sabzi
NMNX-53259,0-30,Gill,,1.66,3.07,1.53,12.83,32.43,15.85,379.42,41.5021226082671,26.9,,1.30939399802578,6.5,2.9,1.73,Sabzi
NMNX-53380,0-30,Gill,,1.93,3.59,1.36,16.39,28.75,18.02,374.64,22.8254932303836,25.51,10.5,2.99887733201346,5.03,1.53204365534535,2.15,Sabzi
NTXM-369,0-30,Loy,,1.96,4.51,1.72,12.85,39.82,21.55,384.37,46.8128456746226,18.45,7.8,1.2,13.8,3.5,2.84,Sabzi
TSPD-2218,0-30,Yengil qum,,3.22,1.72,1.3,26.87,46.76,27.14,448.03,40.9553363144676,26.74,9.6,1,12.96,2.3681839267295,,Sabzi
Karta-329,0-30,Gill,,1.13,5.02,1.62,26.04,20.25,10.48,348.4,60,23.53,9.85,4.4047601714603,6.1,2.17899198397154,1.12,Sabzi
NTTM-331,0-30,Loy,,3.28,2.88,1.43,25.92,57.58,26.34,446.84,37.1176359224113,23.66,7.18,4.77886004211811,6.88,2.18846447591319,,Sabzi
NMNX-53501,0-30,Loy,,3.03,0.71,1.47,15.28,53.02,26.86,469.83,41.6445568770244,26.6,11.63,1.2,5.95,2.27697734809363,2.48,Sabzi
NMNX-53622,0-30,Yengil qum,,2.15,2.85,1.74,28.93,34.38,21.92,382.03,23.7240221323591,19.55,8.73,4.60065126362398,10.65,2.44419852996002,2.45,Sabzi
NTXM-370,0-30,Gill,,1.11,5.24,1.68,15.14,20.53,14.16,362.61,30.1057305370162,23.56,10.69,1.319945359938,4.15,1.71050746085091,1.22,Sabzi
TSPD-2219,0-30,Qumoq,,3.12,2.62,1.55,22,49.01,28.09,448.49,56.9854106064539,24.59,,5.28982651758529,5.5,2.1068589378131,1.44,Sabzi
Karta-330,0-30,Loy,,3.38,1.28,1.36,21.44,65.09,33.32,445.36,29.1949533660029,21.89,8.68,3.13579733651908,7.61,2.08806042648256,1.18,Sabzi
NTTM-332,0-30,Yengil qum,,2.43,1.56,1.5,27.01,43.68,25.96,366.64,48.2447847783919,28.48,11.04,5.56255679631266,12.44,1.5,2.1,Sabzi
NMNX-53743,0-30,Gill,,1.36,4.4,1.43,18.55,23.52,12.46,306.61,61.2851273965439,24.5,6.76,1.80210077746741,14.59,3.30904284116141,,Sabzi
NMNX-53864,0-30,Yengil qum,,1.59,3.37,1.66,18.82,20.49,12.57,365.99,54,26.83,7.92,2.16769928634566,12.9,1.67824448384009,1.23,Sabzi
NTXM-371,0-30,Loy,,0.79,4.48,1.68,26.81,17.98,10.35,299.22,42.7225832827225,22.43,8.96,3.57352415849405,8.82,1.98982624349519,1.07,Sabzi
TSPD-2220,0-30,Yengil qum,,3.54,1.97,1.36,15.27,49.58,25.65,421.75,35.2004410653813,29.46,11.83,3.81403430716342,5.48,1.99360702146208,1.94,Sabzi
Karta-331,0-30,Gill,,0.98,4.51,1.56,14.56,19.75,10.29,351.86,43.6790784323166,26.45,9.46,6,11.01,1.51720282159747,1.49,Sabzi
NTTM-333,0-30,Yengil qum,,4.56,1.52,1.37,27.84,65.02,29.63,504.34,42.8062641404923,20.31,8,3.65452519658428,13.24,1.7801500162366,0.94,Sabzi
NMNX-53985,0-30,Loy,,3.71,2.6,1.31,16.82,66.32,30.43,522.05,30.0308780924192,28.3,7.67,3.1325611352393,12.03,2.69872369624015,1.44,Sabzi
NMNX-54106,0-30,Loy,,2.36,4.68,1.65,14.32,42.27,19.41,382.53,34.6393505217242,24.05,8.04,4.02326138530866,,2.24088850038484,,Sabzi
NTXM-372,0-30,Yengil qum,,2.9,4.47,1.55,25.49,35.86,26.09,443.4,37.0729309333123,26.42,6.21,6.90503733844213,6.64,4,2.4,Sabzi
TSPD-2221,0-30,Qumoq,,3.39,1.35,1.44,16.71,54.08,30.31,489.02,25.8408889004938,27.65,12.59,3.19784590657505,9.86,2.00162322502707,1.71,Sabzi
Karta-332,0-30,Yengil qum,,3.32,1.34,1.28,23.51,46.26,25.85,425.41,56.5870566896556,19.45,10.83,2.33015436571792,4.81,1.66286700603022,2.85,Sabzi
NTTM-334,0-30,Yengil qum,,4.19,1.08,1.43,15.01,67.17,29.69,467.46,54.4080130100204,24.06,8.99,3.97461205862066,3.98,2.40394891351272,,Sabzi
NMNX-1448,0-30,Loy,,3.72,1.37,1.28,14.14,56.59,30.04,493.75,35.4309960143531,23.68,8.65,4.43340146209068,13.2,3.33406467447311,2.17,Sabzi
NMNX-353,0-30,Yengil qum,,1.64,5.19,1.6,28.23,23.31,17.6,379.7,51.7591179630395,26.07,7.45,3.0283125037898,,1.5,2.18,Sabzi
NTXM-362,0-30,Yengil qum,,3.99,1.16,1.36,28.42,59.45,36.32,507.56,59.6915172100278,24.88,11.44,1.2,10.34,1.72144187654324,2.09,Sabzi
NMNX-354,0-30,Qumoq,,3.09,3.59,1.45,28.22,56.48,29.46,431.29,41.3936235861126,25.31,8.19,1.2,9.02,2.16474503212361,1.24,Sabzi
NTXM-363,0-30,Gill,,2.01,2.98,1.44,17.18,31.04,20.07,392.85,42.0006661195562,24.75,8.69,2.36562417459321,,2.55597409446029,,Sabzi
NMNT-355,0-30,Yengil qum,,0.8,3.27,1.7,26.34,15.81,10.7,325.62,49.3395952323395,21.88,12.06,6,,2.20295622955612,1.39,Sabzi
NTTM-324,0-30,Gill,,1.88,1.21,1.51,15.33,29.13,13.66,344.21,39.3647378782158,21.12,9.54,3.72863146398082,12.11,1.29908782466907,2.63,Sabzi
NMNX-53253,0-30,Gill,,1.99,2.32,1.59,16.28,37.85,17.36,396.03,36.5804447984586,27.95,9.74,1.53047245094772,7.47,2.40483435659792,2.33,Sabzi
NMNX-53374,0-30,Yengil qum,,0.95,2.86,1.61,14.21,16.03,12.49,333.26,70,28.78,12.68,1.65773984325899,10.79,1.67550760010477,1.42,Sabzi
NTXM-363,0-30,Yengil qum,,3.17,2,1.47,25.4,56.87,25.35,429.63,44.0648567575302,24.73,7.69,3.22059327474261,6.41,1.45422137834915,2.55,Sabzi
NMNX-355,0-30,Qumoq,,4.51,3.17,1.4,11.1,62.12,31.18,492.29,25.1403737211929,28.04,9.04,1.66963367808039,10.7,2.82565791639405,2.88,Sabzi
NTXM-364,0-30,Qumoq,,3.1,2.57,1.41,11.85,61.32,29.66,388.88,47.9594526784307,29.13,7.96,2.34505117173279,4.81,1.98760536155892,,Sabzi
NMNT-356,0-30,Qumoq,,3.87,1.89,1.51,13.96,56.22,29.02,448.68,35.8975848049207,22.06,8.77,7,11.67,2.6163950689338,,Sabzi
NTTM-325,0-30,Yengil qum,,3.01,0.8,1.57,21.53,51.47,25.06,432.28,32.1348738926252,24.05,7.94,3.5627887893526,10.82,1.90696002655417,1.73,Sabzi
NMNX-53254,0-30,Yengil qum,,3.3,4.84,1.39,26.68,48.07,23.45,447.66,42.9351813148895,25.67,8.26,1.2,10.29,2.76738546851636,,Sabzi
NMNX-53375,0-30,Yengil qum,,2.01,1.93,1.41,23.02,31.1,18.21,410.59,36.5658500145574,21.07,7.68,3.85905094687101,,1.90373214541027,1.32,Sabzi
NTXM-364,0-30,Yengil qum,,3.28,3.4,1.51,16.45,48.59,25.16,436.25,50.0008296320592,21.14,10.46,3.7095046085992,10.9,2.28937911241906,,Sabzi
NMNX-356,0-30,Gill,,1.77,4.75,1.46,24.2,29.14,17.69,373.24,42.2046903765603,25.55,,2.21765896107844,12.58,2.8131410921281,1.76,Sabzi
NTXM-365,0-30,Yengil qum,,4.2,0.81,1.34,14.95,66.14,33.52,479.86,30.8464143431274,29.19,10.9,1,10.12,3.68431130581216,2.07,Sabzi
NMNT-357,0-30,Loy,,3.67,2.76,1.45,13.32,52.5,28.89,410.18,66.6245797581271,26.9,9.59,4.34558745181234,7.75,3.5,1.48,Sabzi
NTTM-326,0-30,Loy,,2.74,1.37,1.45,27.07,52.52,22.23,457.75,28.9054368620373,20.15,7.18,1.2,3.57,3.5,0.96,Sabzi
NMNX-53255,0-30,Yengil qum,,2.19,4.34,1.6,23.1,35.69,21.84,374.86,60.9451507246292,22.95,10.86,1.38288851732838,6.28,2.45117751876739,1.27,Sabzi
NMNT-499,20-40 sm,Qum,,1.91,3.3,1.74,34.47,25.52,16.66,384.06,371.04,49.01,11.62,,4.55,,1.12,Sabzi
NTTM-468,20-40 sm,Qumoq,,3.07,3.44,1.43,,,,,,65.74,11.73,,3.02,,2.59,Sabzi
NMNX-87619,20-40 sm,Loy,,2.05,1.96,1.62,,,18.44,,,58.65,12.39,,12.35,,,Sabzi
NMNX-87740,20-40 sm,Loy,,1.38,4.06,1.59,,,12.25,,,65.75,9.84,,7.48,,,Sabzi
NTXM-507,20-40 sm,Qum,,4.06,4.01,1.28,,,45.13,,,53.55,14.16,,9.46,,1.68,Sabzi
NMNX-545,40-60 sm,Qumoq,,3.38,1.54,1.37,38.68,39.42,26.06,504.34,466.52,370.52,8.96,2.70276857503572,8.6,2.3275212820577,2.17,Sabzi
NTXM-554,40-60 sm,Loy,,3.21,2.9,1.39,38.26,53.06,19.55,522.05,466.98,317.56,13.38,1.2,8.68,1.46909463383646,2.67,Sabzi
NMNT-546,40-60 sm,Loy,,1.75,4.73,1.68,32.65,21.72,16.2,382.53,394.87,344.53,12.87,2.51616585742132,8.6,1,2.07,Sabzi
NTTM-515,40-60 sm,Qum,,1.75,4.64,1.64,39.94,27.59,19.97,443.4,404.26,371.71,13.3,3.35159758144511,7.43,3.45644955817553,,Sabzi
NMNX-98029,40-60 sm,Qum,,2.94,1.47,1.5,36.79,34.97,16.08,489.02,424.15,342.93,12.73,6,8.73,2.60215972286241,1.42,Sabzi
NMNX-98150,40-60 sm,Qumoq,8.54,2.11,2.95,1.49,44.12,40.76,17.78,421.75,388.62,350.81,11.93,5.02263401201428,7.39,2.8485620929037,1.86,Sabzi
NTXM-554,40-60 sm,Qumoq,,3.11,1.16,1.43,39.51,46.63,24.63,467.46,443.17,392.09,11.71,3.98562415121802,9.36,2.048125640215,1.07,Sabzi
TSPD-2403,40-60 sm,Qum,,3.32,1.46,1.38,36.61,39.59,24.83,493.75,467.56,344.37,11.71,3.30701481521616,8.83,1.58626167916947,2.45,Sabzi
Karta-514,40-60 sm,Qumoq,8.54,2.11,2.95,1.49,44.12,18.94,9.33,421.75,357.97,366.51,,2.2114581189322,9.76,2.79159347334284,2.22,Sabzi
NTTM-516,40-60 sm,Qumoq,8.54,2.11,2.95,1.49,44.12,,,421.75,,,12.19,3.73812830355518,9.51,1.36808091961363,1.26,Sabzi
NMNX-98271,40-60 sm,Qumoq,8.54,2.11,2.95,1.49,44.12,,,421.75,,,13.53,4.04029840705694,8.02,1.7482000357809,1.55,Sabzi
NMNX-98392,40-60 sm,Qumoq,8.54,2.11,2.95,1.49,44.12,,,421.75,,,11.07,3.5987244083946,8.21,1.99146258115304,,Sabzi
Jizzax-bax-1188,0-20 sm,Gill,6.31,,3.13,1.26,37.13,54.94,14.7,595.35,384.92,56.79,9.06,,8.9,2.81561892120724,1.17,Sabzi
Jizzax-bax-1189,0-20 sm,Qumoq,8.88,3.22,2.9,1.59,33.53,38.25,7.13,169.64,112.85,57.21,11.47,0.91,9.95,1.66783094676768,0.28,Sabzi
Jizzax-bax-1190,0-20 sm,Qumoq,8.52,1.37,3.87,1.55,24.7,20.66,5.36,439.42,304.08,66.35,17.93,2.72,9.97,3.28690147046707,1.13,Sabzi
Jizzax-bax-1191,0-20 sm,Qum,7.53,5.02,0.91,1.48,24.8,28.73,7.19,304.29,267.81,69.69,19.8,1.29,10.87,2.52640353324233,,Sabzi
Jizzax-bax-1192,0-20 sm,Loy,8.46,4.67,1.83,1.53,30.79,33.2,7.15,455.94,339.03,43.09,14.96,1,6.59,2.26308143155067,0.51,Sabzi
Jizzax-bax-1193,0-20 sm,Qum,8.39,1.39,4.93,1.56,20.78,15.4,5.09,297.78,186.95,59.96,10.4,2.4,13.17,1.78252617414982,,Sabzi
Jizzax-bax-1194,0-20 sm,Loy,6.48,4.79,1.42,1.29,27.86,54.22,13.88,304.4,158.89,48.79,19.37,1.94,11.09,2.94372132957012,0.94,Sabzi
Jizzax-bax-1195,0-20 sm,Qumoq,8.2,2.39,0.82,1.47,17.67,16.04,5.35,164.05,118.97,58.98,19.03,0.9,5.97,2.63771013138197,0.42,Sabzi
Jizzax-bax-1196,0-20 sm,Loy,8.11,3.67,0.96,1.48,38.01,53.82,9.6,236.07,234.47,66.46,7.82,1.61,3.56,1.87871096107239,0.68,Sabzi
Jizzax-bax-1197,0-20 sm,Gill,6.4,0.86,3.77,1.2,18.9,20.09,10.81,229.23,141.67,51.29,11.56,3.88,12.57,1.81212053003482,0.74,Sabzi
Navoi-pax-4784,0-20 sm,Qum,7.96,5.67,1.83,1.63,32,58.23,9.28,597.39,396.18,69.82,10.16,0.85,8.87,2.07202440216253,1.22,Sabzi
Navoi-pax-4785,0-20 sm,Gill,8.95,4.35,2.84,1.65,19.38,58.58,9.17,245.07,229.16,58.67,9.35,1.31,12.95,2.44657699035318,1.14,Sabzi
Navoi-pax-4786,0-20 sm,Qumoq,6.57,2.15,1.82,1.33,31.22,42.02,11.02,429.37,298.15,,17.46,3.55,8.31,2.53245429154684,0.4,Sabzi
Navoi-pax-4787,0-20 sm,Qumoq,8.22,4.9,4.51,1.52,29.2,43.18,7.82,167.85,109.12,59.68,9.14,1.85,,1.82031194659803,1.11,Sabzi
Navoi-pax-4788,0-20 sm,Qum,6.52,1.23,3.93,1.21,32.6,16.12,10.13,513.21,329.26,41.92,,2.01,9.27,3.53971758416427,,Sabzi
Navoi-pax-4789,0-20 sm,Loy,7.71,5.27,4.7,1.47,27.43,59.92,9.96,169.09,159.94,62.17,18.88,3.51,3.19,2.61957452330748,1.08,Sabzi
Navoi-pax-4790,0-20 sm,Qum,6.35,2.36,3.31,1.26,28.81,25.06,11.56,458.75,351.35,61.48,12.17,3.83,,2.97902868545916,0.94,Sabzi
Navoi-pax-4791,0-20 sm,Loy,8.68,1.09,3.89,1.47,21.79,31.61,6.91,362.72,173.83,,15.68,0.97,9.03,2.26258171604697,0.72,Sabzi
Navoi-pax-4792,0-20 sm,Gill,8.64,1.27,4.53,1.62,37.95,17.21,5.61,496.27,307.71,54.64,9.14,2.76,8.31,2.06068344997126,0.33,Sabzi
Navoi-pax-4793,0-20 sm,Qumoq,6.61,3.4,1.25,1.24,15.3,43.5,11.55,225.8,181.94,67.55,,1.33,5.45,2.37527594009272,0.79,Sabzi
Navoi-pax-4794,0-20 sm,Qumoq,6.45,2.4,0.99,1.29,34.91,18.63,10.19,309.88,303.47,61.24,19.21,3.78,10.35,2.74228332992302,1.1,Sabzi
Navoi-pax-4795,0-20 sm,Qum,8.06,3.69,3.83,1.45,32.58,50.96,7.91,392.2,154.41,70.58,18.92,1.17,4.73,2.5775641580104,,Sabzi
Navoi-pax-4796,0-20 sm,Loy,8.71,3.66,2.77,1.64,17.11,36.13,8.67,354.76,,63.69,14.91,0.9,7.33,1.61631623421647,0.99,Sabzi
Navoi-pax-4797,0-20 sm,Qum,8.38,4.81,1.78,1.47,32.01,48.95,9.47,160.86,117.34,53.64,5.97,1.42,4.51,2.20002712013149,1.04,Sabzi
Navoi-pax-4798,0-20 sm,Loy,7.64,3.65,2.95,1.5,27.17,38.85,7.26,289.14,236.65,62.34,19.57,3.19,8.16,2.79538277960361,1.04,Sabzi
Navoi-pax-4799,0-20 sm,Qumoq,7.94,3.58,2.54,1.48,29.69,56.59,9.69,189.01,151.27,44.86,16.38,3.52,12.81,2.41555239943813,0.95,Sabzi
Navoi-pax-4800,0-20 sm,Loy,7.77,,1.75,1.52,28.05,48.56,6.16,180.92,176.86,46.85,12.68,0.78,10.54,2.85884161776541,0.75,Sabzi
Navoi-pax-4801,0-20 sm,Gill,6.39,3.35,2.75,1.25,35.47,29.2,11.34,422.05,227.31,69.94,10.69,3.56,4.06,2.81829889962055,0.89,Sabzi
Navoi-pax-4802,0-20 sm,Qum,6.49,3.22,1.9,1.22,18.55,33.52,13.06,226.1,189.63,50.53,18.47,2.12,14.85,1.86284312912596,0.67,Sabzi
Navoi-pax-4803,0-20 sm,Gill,6.6,2.25,4.02,1.3,26.66,19.14,10.59,580.9,399.65,51.75,5.23,2.25,9.4,2.79286488590804,0.79,Sabzi
Navoi-pax-4804,0-20 sm,Qumoq,6.57,3.69,2.46,1.28,28.24,29.74,10.32,324.55,286.98,55.12,19.91,2.85,12.61,1.73240174026775,1.03,Sabzi
Navoi-pax-4805,0-20 sm,Qumoq,7.61,,1.19,1.59,35.95,42.55,9.42,510.46,336.41,49.58,18.93,1.39,7.49,2.28700210370058,1.18,Sabzi
Navoi-pax-4806,0-20 sm,Qum,6.35,3.62,0.58,1.3,37.23,47.61,13.34,227.48,126.48,64.12,13.69,3.18,5.54,1.5,0.31,Sabzi
Navoi-pax-4807,0-20 sm,Loy,8.25,4.48,1.4,1.6,28.79,47.31,8.75,339.49,311.2,37.18,11,1.95,5.58,2.17987515662709,0.64,Sabzi
Navoi-pax-4808,0-20 sm,Qum,6.51,3.53,3.26,1.29,24.6,30.64,12.78,406.31,248.63,69.78,5.09,,7.92,1.2,0.91,Sabzi
Navoi-pax-4809,0-20 sm,Loy,8.74,2.06,4,1.49,32.87,19.21,5.27,594.02,397.44,55.28,19.32,0.9,14.4,2.59297312718792,1.3,Sabzi
Navoi-pax-4810,0-20 sm,Gill,6.77,3.66,4.53,1.28,33.44,53.73,14.3,255.19,142.17,36.71,5.92,0.7,12.43,1.81078349161037,0.56,Sabzi
Navoi-pax-4811,0-20 sm,Gill,6.51,4.14,1.77,1.22,35.12,51.37,12.54,333.36,189.82,55.19,18.31,1.38,3.12,1.282404562024,0.94,Sabzi
Navoi-pax-4812,0-20 sm,Qumoq,7.61,2.77,3.11,1.45,28.4,20.33,6.08,252.48,141.95,58.9,15.69,3.81,13.88,2.13193605444343,1.02,Sabzi
Navoi-pax-4813,0-20 sm,Qumoq,6.41,2.8,0.64,1.33,24.61,21.28,13.16,547.95,360.95,37.44,8.43,2.95,3.93,3.19050172681833,1.15,Sabzi
Navoi-pax-4814,0-20 sm,Qum,6.44,2.7,3.4,1.29,16.7,36.75,11.71,293.62,296.86,55.46,9.44,3.45,14.87,1.75055610119271,0.88,Sabzi
Navoi-pax-4815,0-20 sm,Loy,7.96,5.63,1.7,1.59,15.07,55.94,9.67,565.8,299.89,60.51,,2.1,12.01,1.27542023633359,0.79,Sabzi
Navoi-pax-4816,0-20 sm,Qum,8.65,1.11,4.1,1.57,38.21,30.41,5.92,578.51,380.11,65.64,18.03,3.92,8.71,2.29670492564887,1,Sabzi
Navoi-pax-4817,0-20 sm,Loy,6.73,1.59,2.01,1.29,31.24,30.72,13.51,217.67,138.96,53.28,10.09,1.84,4.24,1.84884038382584,1.24,Sabzi
Navoi-pax-4818,0-20 sm,Qumoq,6.7,2.61,4.07,1.28,24.96,52.79,12.58,291.76,143.72,62.25,18.63,3.03,5.89,2.0502138624974,0.65,Sabzi
Navoi-pax-4819,0-20 sm,Loy,6.5,0.86,3.61,1.29,33.24,17.06,10.21,588.71,386.12,66.19,8.14,3.67,13.82,1,1.13,Sabzi
Navoi-pax-4820,0-20 sm,Gill,8.76,4.38,2.39,1.59,19.71,25.76,6.5,163.06,127.81,34.21,10.36,0.66,5.37,2.44634811997401,1.06,Sabzi
Navoi-pax-4821,0-20 sm,Qum,6.66,1.94,1.25,1.3,17.74,22.99,10.32,189.56,154.3,56.48,15.6,1.14,10.38,2.58538909868084,1.19,Sabzi
Navoi-pax-4822,0-20 sm,Gill,8.24,1.72,4.77,1.61,27.07,19.1,7.14,550.51,354.52,46.71,19.15,3.52,4.67,1.74410175843359,1.06,Sabzi
Navoi-pax-4823,0-20 sm,Qumoq,6.43,2.01,0.92,1.28,15.67,19.32,10.82,595.57,392.44,59.37,8.5,2.35,11.9,2.50664960751036,0.92,Sabzi
Navoi-pax-4824,0-20 sm,Qumoq,7.87,4.25,1,1.55,31.28,55.46,9.36,168.1,140.35,53.82,14.14,2.47,10.69,1.8341698698118,0.95,Sabzi
Navoi-pax-4825,0-20 sm,Qum,6.77,0.93,2.21,1.35,18.99,18.53,10.33,457.65,355.09,62.03,18.53,1.67,,2.81403429961393,1.18,Sabzi
Navoi-pax-4826,0-20 sm,Loy,6.71,1.5,1.6,1.28,31.21,22.8,11.83,393.07,337.43,64.07,12.76,0.95,4.8,1,1.19,Sabzi
Navoi-pax-4827,0-20 sm,Qum,7.85,3.7,1.27,1.48,16.19,52.67,8.01,347.97,265.62,47.9,7.13,3.54,11.84,2.6919228177314,0.76,Sabzi
Navoi-pax-4828,0-20 sm,Loy,6.47,5.24,0.97,1.24,36.32,56.69,13.93,197.36,132.99,58.37,11.89,1.55,12.4,2.92592836751734,0.6,Sabzi
Navoi-pax-4829,0-20 sm,Gill,6.48,4.15,3.76,1.22,19.32,53.65,12.61,449.29,223.61,66.11,19.65,2.85,7.84,3.11446088206958,0.8,Sabzi
Navoi-pax-4830,0-20 sm,Qumoq,8.45,4.79,2.37,1.47,23.53,56.57,9.15,355.74,238.85,55.8,14.76,2.45,7.88,1.31639900994967,,Sabzi
Navoi-pax-4831,0-20 sm,Qumoq,8.77,5.53,3.02,1.56,16.04,57.74,8.8,425.42,305.24,67,18.76,0.59,13.44,1.57984960716662,0.74,Sabzi
Navoi-pax-4832,0-20 sm,Qum,6.3,2.52,0.52,1.24,38.52,28.85,11.37,585.8,393.86,,5.36,3.4,11.93,2.34746483393692,1.11,Sabzi
Navoi-pax-4833,0-20 sm,Loy,7.62,3.81,3.42,1.53,26.23,24.89,5.75,323.82,207.97,45.24,16.21,3.02,14.97,2.85390444743195,1.23,Sabzi
Navoi-pax-4834,0-20 sm,Qum,6.4,4.03,2.64,1.27,19.85,25.99,12.21,218.26,146.98,,16.19,2.86,5.5,2.5701330400566,0.86,Sabzi
