Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
FieldB282-L4-24,0-20,Qumloq,30.11,1.287,6.4,0.273,10,27.52,280,2.21,129.42,16.89,0.613,8.56,0.689,97.8,1.451,135052249,Loviya
SoilB2502L2-23,20-40,,,1.289,5.606,0.515,10,16.14,,,78.9,5,0.705,55,0.532,280.1,0.835,5539684,Loviya
SoilB2502L8-80,0-20,Qumloq,35.82,1.054,6.095,0.272,54.41,21.29,,2.56,112.4,35,0.757,18.345,,215.85,1.565,2179044,Loviya
BEA01-L7-19,20-40,Qumoq,16.82,1.278,6.694,0.276,10,20.35,185.71,1.8,67.57,8.26,0.791,4.001,0.784,290.85,1.419,32408810,Loviya
SoilB2502L6-64,0-20,Loyqa,26.86,1.395,5.855,0.68,10.81,28.61,280,1.05,112.03,13.41,2.964,26.369,0.2,288.99,0.533,57185552,Loviya
,0-20,Qumoq,19.88,1.408,6.769,0.183,20.23,20.17,129.26,1.55,85.22,5.92,0.401,12.7,0.641,164.12,0.843,12095216,Loviya
SoilB2502L2-56,20-40,Qumloq,25.24,1.233,6.342,0.758,10,13.88,100.64,2.19,,19.5,0.822,5.204,0.691,272.61,1.428,8654666,Loviya
SoilB2502L1-17,20-40,Loy,33.43,1.223,6.011,0.435,10,31.21,86.45,1.57,149.86,5,0.727,12.744,0.548,125.3,0.788,6738630,Loviya
SoilB2502L8-42,0-20,Qumloq,32.95,1.204,6.658,0.895,53.47,24.29,147.41,2.07,153.56,29.45,0.697,,0.874,304.39,0.719,1073710,Loviya
BEA01-L2-15,0-20,Loy,34.31,1.147,5.971,0.505,10,25.31,80,1.55,145.83,10.82,3.889,54.999,0.919,169.29,2.195,6550742,Loviya
BEA01-L1-48,0-20,Qumloq,27.64,1.168,5.818,0.567,10.04,22.15,206.89,1.53,92.64,5.76,1.098,50.648,0.831,166.68,0.981,7963691,Loviya
BEA01-L1-29,40-60,Qumoq,19.16,1.134,6.151,0.463,10,16.8,80,1.7,70.62,5.24,2.224,,0.986,175.94,1.769,17074895,Loviya
FieldB282-L2-71,0-20,Qumloq,35.79,1.246,6.408,1.811,10,12.54,256.81,2.63,150.88,11.01,0.444,4,0.82,215.39,1.251,22490709,Loviya
SoilB2502L4-49,0-20,Loy,37.43,1.277,6.37,0.349,11.13,23.64,80,1.86,121.94,5,1.471,6.209,0.357,400,3.138,23220827,Loviya
SoilB2502L9-57,0-20,Qumloq,30.96,1.198,5.83,0.384,25.75,28.08,129.1,1.2,111.03,7.49,1.64,4.538,0.663,276.78,0.792,9448413,Loviya
FieldB282-L3-25,40-60,Loy,33.08,1.336,6.093,0.82,10,19.66,116.74,1.29,138.19,5,1.061,11.36,0.391,177.08,1.226,4077161,Loviya
FieldB282-L9-13,0-20,Qumoq,22.65,1.271,6.283,0.118,12.57,19.33,188.07,1.22,93.82,5,0.861,55,0.502,131.45,1.083,17894013,Loviya
FieldB282-L9-15,20-40,Qumloq,33.65,1.239,6.405,0.521,10,16.07,280,2.7,142,35,2.541,4,1.022,86.32,1.375,407709839,Loviya
BEA01-L4-87,0-20,Qumoq,25.8,1.05,6.126,0.169,12.95,20.3,98.9,2.42,50,6.63,0.947,17.922,0.722,231.12,0.686,611699402,Loviya
SoilB2502L7-96,40-60,Loy,36.77,,6.136,0.174,16.41,26.63,80,1.52,,10.61,2.261,12.605,0.878,47.33,1.64,22786737,Paxta
BEA01-L4-37,20-40,Loy,38,1.276,6.011,0.152,17.21,28.4,80,1.44,103.65,5.66,4.501,38.613,0.884,261.57,0.553,190449330,Loviya
BEA01-L2-72,0-20,Qumoq,23.64,1.21,6.507,0.415,10,24.56,195.68,2.28,,,1.166,20.751,0.654,45,0.932,2380615,Loviya
FieldB282-L9-65,0-20,Qumloq,34.1,1.276,6.088,0.642,10.01,31.39,201.3,2.21,132.12,8.15,2.252,14.011,0.768,45,0.726,136170095,Makkajo'xori
FieldB282-L3-12,20-40,Qumloq,,1.228,6.058,0.372,17.5,24.79,190.82,2.87,53.8,8.48,0.4,10.257,,92.66,0.723,33603029,Loviya
BEA01-L9-55,20-40,Qumloq,30.31,1.321,6.385,,27.38,,271.53,1.92,102.83,8.04,0.4,7.047,0.864,107.81,0.658,11698905,Loviya
SoilB2502L7-90,0-20,Qumloq,28.19,1.267,6.568,1.129,34.54,28.36,140.14,2.27,160.69,10.19,0.4,16.227,0.916,117.76,0.805,12150649,Loviya
BEA01-L5-87,40-60,Qumloq,25.67,1.4,6.134,0.369,27.36,,232.24,1.45,93.07,9.34,0.544,4,0.75,356.86,1.483,30717496,Loviya
BEA01-L1-15,20-40,Qumloq,23.75,1.318,6.773,0.544,28.87,25.16,116.1,1.32,100.06,5,0.648,3.999,0.968,400,1.113,5816674,Loviya
SoilB2502L8-25,0-20,Qumoq,27.57,,5.816,0.405,10,14.95,171.04,1.82,74.67,21.64,1.768,55,0.513,45,1.47,61180164,Loviya
BEA01-L4-87,20-40,Qumoq,32.02,1.224,6.419,0.477,10.31,18.6,172.09,1.39,123.86,7.96,1.629,4.181,0.965,347.5,2.009,6539148,Paxta
FieldB282-L7-79,20-40,Qumoq,24.96,1.264,5.969,1.351,57.5,21.01,102.04,1.42,113.03,,0.571,25.986,0.537,400,1.197,79165077,Loviya
SoilB2502L9-92,20-40,Qumloq,27.1,1.202,5.507,0.382,14.19,35.64,108.77,1.32,111.9,5,0.399,4.013,0.666,400,0.625,9279660,Loviya
SoilB2502L9-34,20-40,Loy,29.54,1.161,6.291,0.389,10,18.26,80,2.49,150.47,13.42,0.917,28.006,0.696,80.94,1.291,4779139,Makkajo'xori
SoilB2502L5-34,0-20,Loyqa,,1.17,5.635,1.647,19.61,26.24,186.46,2.09,50,17.14,1.713,12.152,0.547,252.88,0.775,3774552,Loviya
FieldB282-L7-58,0-20,,34.43,1.411,6.543,0.274,15.16,28.05,110.8,2.07,143.11,16.6,0.484,46.359,,400,2.691,1867130,Loviya
SoilB2502L4-70,20-40,Qumloq,29.56,1.187,6.434,0.315,26.65,27.01,80,2.96,134.6,8.28,0.672,6.449,0.876,221.27,4.001,45829094,Loviya
SoilB2502L3-26,40-60,Loyqa,24.46,1.22,6.397,0.13,10,15.84,162.99,2.01,86.43,5,0.51,8.637,0.669,184,3.338,66487547,Loviya
FieldB282-L4-26,40-60,Qumloq,38,1.337,5.801,0.178,10,31.32,109.3,2.17,85.88,9.44,2.502,18.971,0.214,397.6,3.73,16010216,Loviya
BEA01-L5-36,60-90,Qumloq,25.01,1.287,6.651,0.961,21.14,26.8,,2.01,114.43,24.91,1.177,5.518,0.727,95.16,0.5,50935477,Loviya
SoilB2502L4-67,0-20,Qumloq,33.47,1.272,6.869,0.379,10,22.98,157.52,2.46,140.53,5,4.393,,0.622,45,1.652,,Paxta
FieldB282-L1-49,20-40,Qumoq,23.71,1.26,6.126,0.226,21.27,19.28,80,1.1,104.72,11.67,1.137,44.615,0.365,200.06,1.144,10017684,Loviya
BEA01-L3-72,,Loyqa,26.22,1.225,6.201,0.637,24.8,19.09,196.18,2.65,122.89,25.95,0.4,13.945,0.458,45,0.53,23675268,Loviya
FieldB282-L3-11,0-20,Loyqa,24.48,1.257,5.865,0.494,10,18.25,223.27,1.64,132.63,5,2.848,24.278,0.713,347.56,0.692,126035009,Makkajo'xori
BEA01-L1-73,40-60,,32.31,1.199,6.136,0.42,30.99,13.03,280,1.82,147.31,6.05,1.511,16.267,0.57,67.73,1.06,9807673,Loviya
SoilB2502L7-18,60-90,Qumoq,22.81,1.207,5.892,0.176,27.36,19.1,169.48,1.39,125,6.87,4.327,20.873,0.554,280.2,0.499,4670794,Loviya
FieldB282-L8-70,,Qumoq,27.28,1.153,6.04,0.576,24.88,18.12,137.54,1.93,65.57,7.14,1.51,,0.798,174.03,2.123,62255960,Loviya
FieldB282-L9-14,0-20,Loy,31.15,1.255,5.789,0.253,16.18,25,101.78,1.49,74.09,5,0.643,29.909,1.17,61.56,0.886,91403102,Loviya
FieldB282-L9-89,0-20,Qumoq,25.58,1.145,6.075,0.36,22.53,24.04,188.94,3.2,88.06,9.7,0.824,7.16,0.273,281.77,1.326,127714216,Loviya
BEA01-L9-58,0-20,Loy,38,1.259,6.187,0.516,41.92,24.79,114.13,1.59,123.69,10.34,1.518,10.934,0.722,122.66,,18201967,Loviya
BEA01-L1-41,0-20,Loyqa,26.55,1.299,6.039,0.683,37.26,22.53,173.21,2.25,108.51,11.08,1.52,22.316,0.673,186.2,0.8,6900538,Paxta
SoilB2502L3-78,0-20,,29.78,,6.496,0.59,10,,186.11,1.49,126.59,10.14,2.022,9.102,0.841,74.35,0.729,39057277,Loviya
SoilB2502L8-41,20-40,Qumloq,30.49,1.327,6.437,0.348,10,33.06,,1.26,69.08,13.12,0.73,,0.7,154.48,0.881,38273330,Loviya
BEA01-L9-59,0-20,Qumoq,23.53,1.302,6.34,0.557,10,18.54,147.64,1.66,165.09,7.21,1.149,3.999,0.998,400,0.85,2908865,Makkajo'xori
FieldB282-L1-77,20-40,Qumloq,28.84,1.204,6.157,0.278,10,22.62,145.32,1.35,124.58,5,0.464,5.284,0.672,235.07,1.614,51756280,Loviya
SoilB2502L2-36,20-40,Loy,38,1.19,6.355,0.684,19.02,31.65,280,2.27,143.04,8.32,0.514,9.732,0.57,215.51,0.822,39776356,Loviya
SoilB2502L8-37,0-20,Qumoq,20.61,1.305,6.299,0.915,13.17,19.57,132.16,1.04,79.71,5.13,1.008,55.001,0.788,400,1.508,28938083,Loviya
BEA01-L4-64,0-20,Qumoq,27.27,1.218,5.508,0.651,27.62,25.18,195.55,1.95,92.48,24.76,0.712,45.053,0.8,339.31,0.558,23202474,Loviya
,0-20,Qumoq,27.4,1.218,5.944,0.194,31.64,13.5,280,1.53,92.01,5.97,4.5,14.433,0.842,,0.513,2291253,Loviya
FieldB282-L4-89,0-20,Qumloq,30,1.257,6.087,0.366,10,26.49,80,2,77.08,5,0.401,55,0.959,45.68,1.026,6368015,Loviya
SoilB2502L9-81,40-60,Qumoq,20.54,1.243,6.324,0.745,11.12,16.95,80,1.4,92,5,0.943,18.547,0.297,45,0.642,1000000,Paxta
BEA01-L8-34,0-20,Qumoq,24.11,1.345,6.1,0.1,10,15.71,98.92,1.11,84.65,6.53,1.055,16.768,0.624,46.52,2.044,39599489,Loviya
BEA01-L7-48,,Qumoq,27.08,1.199,6.766,0.223,10,13.27,80,1.89,97.1,7.52,0.4,9.189,0.855,400,2.44,3189860,Loviya
SoilB2502L8-68,0-20,Qumoq,22.4,1.252,6.037,0.555,10,22.19,113.18,1.59,90.64,9.9,0.762,14.363,0.579,45,0.822,,Makkajo'xori
FieldB282-L9-89,0-20,Qumloq,32.25,1.195,6.258,0.099,47.56,30.58,80,2.24,134.6,14.38,1.407,7.009,0.617,400,0.757,17915748,Loviya
FieldB282-L2-96,0-20,Loyqa,28.71,1.05,5.89,0.104,10,31.86,170.99,2.19,105.33,,2.078,8.623,0.785,400,1.612,10708077,Loviya
BEA01-L3-73,20-40,Qumloq,29.84,1.293,5.662,0.446,10,15.21,80,1.52,135.55,13.49,1.401,34.32,0.483,,1.599,66928954,Loviya
FieldB282-L5-58,40-60,Loyqa,22.27,1.281,6.241,0.283,22.95,22.35,80,2.32,116.73,8.89,2.285,10.38,0.658,189.41,0.813,10141064,Loviya
BEA01-L4-73,0-20,Qumloq,33.56,1.218,6.106,0.21,57.95,23.27,220.97,2.7,110.8,15.4,0.401,19.313,1.037,149.18,1.445,1211918,Loviya
BEA01-L1-55,,Qumloq,33.46,1.172,5.931,2.137,17.04,22.22,212.67,2.22,177.97,10.84,1.598,55,0.531,157.23,1.42,158577587,Loviya
FieldB282-L1-91,20-40,Qumloq,27.78,1.312,6.477,0.784,10,,80,1.75,100.64,7.12,1.014,10.229,0.966,,2.007,90860706,Paxta
FieldB282-L6-82,40-60,Qumloq,25.53,1.209,6.252,0.192,10,19.41,110.3,1.32,131.5,,0.445,8.345,0.534,48.35,0.983,15270997,Loviya
FieldB282-L9-26,0-20,Qumloq,28.72,1.205,6.475,0.214,13.84,22.75,98.3,1.33,126.52,13.23,0.758,40.17,0.752,168.87,0.598,2042860,Loviya
SoilB2502L5-68,40-60,Qumloq,35.33,1.221,6.416,0.535,10,22.67,169.6,2.39,157.38,6.25,0.4,,0.569,227.59,,70343591,Makkajo'xori
FieldB282-L1-50,60-90,Qumoq,22,1.31,5.91,0.325,19.76,24.07,230.54,2.07,72.97,6.35,0.399,54.005,0.757,260.68,0.646,1186217,Loviya
,20-40,Qumoq,28.49,1.295,5.994,0.259,42.51,21.77,144.27,1.27,75.28,8.36,1.243,23.386,0.369,263.23,2.149,144769227,Loviya
SoilB2502L2-45,20-40,Loyqa,25.42,1.235,5.906,0.563,22.65,22.72,113.62,1.24,96.94,9.88,0.592,4.506,0.585,47.05,0.83,1036028,Loviya
BEA01-L5-50,0-20,Qumoq,17.64,1.374,6.402,0.915,10,22.13,227.03,1.03,106.36,7.26,0.399,4.005,0.796,160.75,1.077,1000000,Loviya
BEA01-L8-89,20-40,Qumloq,26.28,1.44,6.203,0.124,10,28.99,216.89,1.99,185.5,7.85,1.244,28.675,0.816,55.89,1.712,16483117,Loviya
BEA01-L9-84,20-40,Qumloq,22.5,1.165,6.023,0.103,78.46,24.23,243.8,2.18,104.34,11.42,2.968,36.391,0.699,53.53,,70836152,Loviya
SoilB2502L2-70,0-20,Qumoq,27.53,1.193,5.713,0.406,13.57,15.14,115.53,1.57,60.41,23.07,0.493,14.758,0.527,400,1.88,12963031,Paxta
SoilB2502L2-80,0-20,Loyqa,33.75,1.239,6.29,0.173,46.55,24.16,280,2.71,95.62,8.96,0.609,24.006,0.337,121.19,2.006,4238881,Loviya
BEA01-L9-23,60-90,Qumloq,37.27,,6.603,0.423,19.91,25.67,80,1.42,109.88,19.49,0.4,4.001,0.201,150.27,0.5,2293544,Loviya
SoilB2502L9-81,0-20,Qumoq,27.82,1.325,6.31,0.806,54.2,19.49,280,2.09,121.05,6.79,2.126,45.408,0.843,400,1.132,8680687,Makkajo'xori
SoilB2502L1-80,0-20,Qumloq,25.06,1.411,6.26,0.612,27.48,19.7,168.4,1.7,97.18,25.66,1.004,6.544,0.763,400,1.167,296618968,Loviya
BEA01-L1-42,0-20,Loy,31.77,1.317,6.69,0.26,13.53,23.13,167.01,1.32,101.78,8.54,0.678,4,0.851,281.97,1.79,22699136,Loviya
FieldB282-L6-52,60-90,Loyqa,28.17,1.373,5.911,0.364,18.43,25.14,,1.6,97.8,5.5,0.946,10.089,0.409,143.07,1.872,8659257,Loviya
BEA01-L8-89,0-20,Qumloq,38,1.197,6.824,0.775,10,29.41,280,2.72,140.52,35,0.4,4,0.76,137.05,1.148,3180986,Loviya
,0-20,Loy,29.32,1.348,6.765,0.543,10,23.34,125.72,1.32,128.89,14.87,0.399,8.681,0.743,62.3,0.769,19583691,Loviya
BEA01-L2-73,0-20,Qumloq,31.23,1.12,5.606,0.623,20.12,29.96,83.66,1.92,123.24,5,1.502,19.462,0.699,193.64,0.8,1910968,Loviya
BEA01-L3-53,0-20,Loyqa,23.4,,6.085,0.277,27.85,21.67,111.02,1.72,107.18,33.13,2.403,21.506,0.598,46.94,0.501,4684022,Paxta
SoilB2502L2-12,20-40,Loyqa,29.27,1.398,5.535,0.404,30.93,23.18,156.97,1.63,84.08,14.89,3.706,55.001,0.619,122.52,2.325,40505442,Loviya
BEA01-L6-36,0-20,Loy,35.9,1.304,6.837,0.364,11.72,25.71,80,1.72,168.49,22.19,0.4,4,0.53,400,0.715,21321641,Loviya
BEA01-L7-98,0-20,,20.62,1.254,6.216,0.338,12.4,23.61,105.78,1.45,127.47,15.55,4.501,15.975,0.722,400,1.633,70587175,Makkajo'xori
BEA01-L7-13,20-40,Qumloq,26.81,1.14,6.334,,17.45,22.16,153.06,2.01,135.19,6.5,0.66,41.817,0.524,96.88,0.944,6801238,Loviya
FieldB282-L4-85,0-20,Loy,37.18,1.155,5.925,0.657,,25.63,223.55,2.88,204.4,14.51,2.192,9.025,0.714,400,,136229390,Loviya
SoilB2502L3-23,60-90,Loy,34.92,1.312,6.013,0.197,11.61,30.28,280,1.5,144.61,17.92,1.511,55,0.844,47.02,1.407,172354577,Loviya
SoilB2502L1-40,0-20,Qumloq,30.89,1.266,6.341,0.322,31.86,16.16,80,1.87,128.94,12.58,1.611,27.643,0.858,,0.552,20155634,Loviya
SoilB2502L6-42,40-60,Qumoq,27.33,1.315,6.657,1.402,52.99,20.52,98.74,2.77,102.17,21.4,0.463,4.103,0.287,148.82,1.437,23170173,Loviya
BEA01-L3-73,0-20,Loyqa,33.35,1.199,6.336,0.157,10,20,80,2.61,124.21,11.16,1.709,4.001,1.011,400,2.634,59508560,Loviya
BEA01-L8-41,0-20,Loyqa,29.22,1.401,6.1,0.383,23.27,14.08,163.46,1.48,143.95,8.75,3.391,4.138,0.898,156.42,1.068,10032229,Paxta
FieldB282-L1-17,60-90,Qumoq,24.02,1.448,5.961,0.344,10,16.05,132.03,1.38,121.91,18.36,1.185,4.188,0.877,400,1.481,45560193,Loviya
BEA01-L6-80,20-40,Loyqa,29.15,1.458,5.834,1.062,10,20.28,80,1.36,100.42,10.76,1.484,9.473,0.288,369.44,1.179,36308638,Loviya
SoilB2502L4-28,0-20,Loyqa,26.2,1.172,6.236,0.898,,20.86,220.42,1.9,118.03,6.34,,10.736,0.644,116.23,0.841,9585849,Makkajo'xori
FieldB282-L7-79,40-60,Qumoq,22.98,1.324,6.19,0.206,10,21.72,80,1.08,92.72,11.61,0.4,55,0.878,58.27,1.451,3155063,Loviya
BEA01-L4-63,0-20,Loyqa,28.89,1.333,6.108,0.546,50.02,18.08,80,1.5,73.03,5.96,2.941,4.439,0.734,286.95,1.014,241539635,Loviya
SoilB2502L7-58,40-60,Loyqa,24.5,1.306,,0.297,33.59,27,150.28,1.52,122.64,5.02,0.4,4,0.689,75.06,1.059,48703647,Loviya
FieldB282-L1-79,0-20,Qumoq,23.44,1.141,6.631,0.425,10.73,12.65,145.64,2.53,92.64,9.16,3.341,19.175,0.561,376.33,0.5,117133177,Loviya
SoilB2502L8-23,0-20,Qumoq,27.57,1.225,6.323,0.795,10,19.43,216.03,1.67,72.65,7.5,0.707,9.244,0.518,400,1.091,20371950,Loviya
SoilB2502L5-27,0-20,Qumloq,30.94,1.074,6.127,0.483,12.16,30.8,142.75,2.4,148.72,13.2,1.202,11.031,0.58,69.37,3.151,68718383,Loviya
FieldB282-L2-59,20-40,,23.73,1.273,6.888,0.1,13.07,15.98,163.01,1.28,108.98,5,0.986,11.492,0.683,69.34,1.677,21849140,Paxta
BEA01-L3-90,0-20,Qumloq,25.97,1.188,5.711,0.644,28.61,,188.87,1.9,124.71,8.22,1.128,13.141,0.877,299.94,1.059,32402748,Loviya
BEA01-L6-91,0-20,Loyqa,25.89,,6.489,0.232,43.19,31.25,280,2.25,121.53,24.23,1.124,33.532,0.949,47.76,0.611,3715578,Loviya
SoilB2502L8-49,0-20,Qumoq,28.28,,6.169,1.526,39.17,16.22,280,,99.09,6.24,0.505,12.813,0.647,92,0.558,12048833,Makkajo'xori
FieldB282-L1-40,0-20,Loyqa,,,5.932,0.245,22.94,27.24,200.65,1.34,109.06,5.3,1.382,10.468,1.031,169.39,0.98,1000000,Loviya
BEA01-L5-72,20-40,Loyqa,30.45,1.204,5.769,0.771,32.33,21.44,206.57,1.98,121.86,8.35,0.712,32.576,0.791,239.35,1.759,1789494,Loviya
,0-20,Qumoq,23.5,1.082,6.389,,13.81,15.67,207.56,1.7,91.82,5,0.706,38.499,,137.82,1.711,13423044,Loviya
SoilB2502L3-32,0-20,Qumloq,26.83,1.308,6.152,0.526,10.14,25.06,81.88,1.02,145.88,5,1.01,,0.656,96.52,0.983,5777406,Loviya
BEA01-L6-87,40-60,Loyqa,26.7,1.161,6.439,0.601,16.13,21.9,170.9,1.19,124.84,5,,21.732,0.765,153.1,0.862,18128298,Loviya
BEA01-L9-21,40-60,Qumoq,27.99,1.231,5.829,0.144,14.43,24.04,200.17,1.71,97.93,5.78,0.4,55.001,0.376,65.53,0.952,98699399,Loviya
BEA01-L1-48,0-20,Qumoq,23.07,1.085,6.285,2.5,30.66,18.8,80,2.56,118.19,16.28,0.413,15.808,,235.71,1.321,37054651,Paxta
SoilB2502L8-50,20-40,Qumloq,27.88,1.445,6.408,1.521,25.2,23.81,114.47,1.27,85.28,5.84,0.877,12.49,0.886,110.78,0.765,1585824,Loviya
SoilB2502L5-76,0-20,Qumoq,20.26,1.294,6.262,0.36,10.75,22.36,191.32,1.64,53.48,8.51,4.389,54.999,0.593,109.94,0.519,12226125,Loviya
BEA01-L3-98,20-40,Qumloq,33.04,1.424,5.814,0.1,17.12,,170.53,1.18,123.32,11.53,3.554,10.013,0.773,250.94,0.763,10514508,Makkajo'xori
SoilB2502L5-32,0-20,Qumoq,20.14,1.334,6.324,0.245,10.31,21.12,280,2.1,78.5,19.24,1.011,14.212,0.8,221.71,0.773,124906170,Loviya
SoilB2502L5-88,0-20,Loy,29.25,1.321,6.419,0.483,10.06,23.21,80,2.56,147.25,9.09,1.266,,0.467,186.27,0.601,223877295,Loviya
FieldB282-L6-70,,Qumloq,,1.298,5.957,0.1,13.06,18.16,80,1.51,123.52,5,2.082,34.758,0.871,92.8,2.177,5198526,Loviya
BEA01-L2-40,60-90,Loyqa,37.47,1.243,6.357,0.672,13.89,25.37,93.39,2.31,160.01,23.1,1.741,55,0.828,400,1.85,9434774,Loviya
FieldB282-L3-13,20-40,Qumloq,28.42,1.223,6.407,0.157,18.37,20.6,80,2.34,121.38,6.67,0.399,7.895,0.781,400,,111704844,Loviya
FieldB282-L1-73,40-60,Qumoq,23.52,1.1,6.835,0.35,23.12,20.36,173.11,1.91,92.84,13.52,0.401,3.999,0.603,45,1.354,30129835,Loviya
FieldB282-L9-87,0-20,Qumloq,24.13,1.275,6.254,1.198,29.95,33.51,191.26,1.66,123.46,9.96,3.696,54.999,0.433,283.38,4.001,9704202,Paxta
SoilB2502L3-25,0-20,Qumloq,29.84,,6.817,0.467,11.54,24.27,143.91,1.39,104.47,9.4,0.4,4,0.521,155.81,0.983,6632144,Loviya
SoilB2502L1-99,0-20,Qumoq,20.25,1.272,6.897,0.698,46.69,12.35,109.16,1.76,96.31,7.65,0.4,6.373,0.773,49.42,1.443,3625461,Loviya
BEA01-L8-18,40-60,Qumoq,20.67,1.26,5.979,,21.02,18.4,280,2.4,106.19,13.14,1.318,8.27,0.891,99.86,1.347,5046385,Makkajo'xori
SoilB2502L2-35,40-60,Qumoq,27.6,1.286,6.448,0.66,16.34,13.42,83.2,2.17,109.54,6.54,0.87,13.586,1.152,176.73,0.501,21330623,Loviya
FieldB282-L8-24,0-20,Qumoq,27.79,1.227,6.108,0.203,14.01,25.2,214.2,2.52,114.11,18.61,0.668,8.099,1.097,,1.033,3126323,Loviya
FieldB282-L2-64,,Loy,38,1.223,6.07,0.338,10,34.23,80,2.15,131.97,,0.713,12.212,1.2,400,1.007,19774948,Loviya
BEA01-L4-45,60-90,Loyqa,22.65,1.387,7.864,,27.81,19.66,185.74,,108.17,6.32,2.403,45.662,0.989,344.5,1.585,5648062,Loviya
FieldB282-L4-98,20-40,Loyqa,28.45,1.298,8.675,0.547,10,31.25,147.53,2.1,146.32,11.36,0.821,18.439,0.812,71.77,0.856,1000000,Loviya
BEA01-L1-58,0-20,,32.28,1.377,9.486,0.128,10.78,25.38,104.25,1.58,129.58,10.3,3.618,38.055,0.93,45,4,12473741,Loviya
FieldB282-L6-95,20-40,Loyqa,25.74,1.195,6.218,0.7,18.23,16.39,129.58,1.78,78.64,,1.131,55.001,1.112,400,0.621,12014831,Paxta
BEA01-L8-20,20-40,Qumloq,35.11,1.339,5.747,0.543,10,25.24,150.68,1.6,97.44,6.92,1.817,55.001,0.992,306.65,0.501,19918807,Loviya
FieldB282-L4-68,20-40,Qumoq,20.43,1.227,5.899,0.436,34.8,24.85,95.26,1.72,118.37,12.09,0.607,8.423,0.768,45,0.878,3042923,Loviya
BEA01-L5-15,20-40,Qumloq,32.68,1.274,5.894,0.15,10,26.72,227.92,,55.09,5,1.108,42.966,1.133,85.02,1.575,17710070,Makkajo'xori
BEA01-L3-13,0-20,,26.67,1.157,6.291,0.456,53.43,32.17,93.74,2.16,68.32,12.64,1.106,11.43,0.708,64.01,1.436,39400028,Loviya
FieldB282-L9-53,60-90,,23.08,1.283,6.382,0.305,10,28.03,280,2.26,126.66,23.84,1.676,41.625,0.807,200.01,0.593,8913356,Loviya
SoilB2502L3-21,0-20,Loy,32.47,,6.473,0.797,10,27.89,111.2,2.68,163.8,23.67,4.499,54.999,0.911,232.39,0.94,4457331,Loviya
BEA01-L9-27,0-20,Qumloq,32.11,1.28,6.564,0.65,25.52,27.02,146.29,1.98,143.68,6.23,0.756,48.512,0.248,400,1.568,26278585,Loviya
FieldB282-L3-26,60-90,,26.33,1.296,6.655,0.41,20.81,16.75,175.66,1.88,90.48,5.78,0.649,4.294,0.513,400,0.764,9998662,Loviya
FieldB282-L7-59,20-40,Qumoq,25.03,1.267,6.746,0.107,11.22,19.78,187.16,1.22,64.5,19.29,0.808,55,0.892,310.51,2.318,15148232,Loviya
FieldB282-L7-84,0-20,Qumloq,31.87,1.264,6.837,0.991,,31.59,80,1.55,87.9,14.32,0.736,5.605,0.572,62.71,1.053,,Paxta
FieldB282-L2-97,0-20,Qumoq,23.57,1.219,6.928,0.377,10,24.24,96.09,1.17,126.68,6.04,0.859,4.295,0.249,93.01,1.115,1240675,Loviya
SoilB2502L2-17,0-20,Loy,24.75,1.238,6.345,1.308,13.87,16.32,95.27,1,78.11,15.3,0.612,23.317,0.721,239.4,2.006,4742504,Loviya
BEA01-L1-12,40-60,Qumloq,25.48,1.268,5.763,0.204,10,27.45,80,1.43,94.5,11.06,2.344,19.133,0.731,84.01,0.948,4997300,Makkajo'xori
BEA01-L3-53,20-40,Qumoq,23.7,1.212,6.327,1.29,34.21,29.68,145.73,2.03,91.06,,1.329,12.464,0.491,252.28,0.5,41407556,Loviya
BEA01-L9-12,20-40,Qumoq,28.18,1.22,6.047,0.285,10.95,18.63,143.84,2.42,93.92,9.46,0.734,55,0.94,185.98,0.643,13256197,Loviya
BEA01-L7-77,0-20,Qumloq,29.88,1.313,6.132,0.302,10.96,24.69,80,2.1,154.34,7.6,1.782,5.252,0.529,,1.261,5315156,Loviya
SoilB2502L2-20,0-20,Loy,28.82,1.174,5.972,0.289,10,26.99,88.79,2.13,149.38,12.3,,54.999,0.682,165.6,1.127,12642172,Loviya
BEA01-L3-74,0-20,Qumloq,24.15,1.398,6.052,0.416,10,26.27,107.16,1.35,114.55,35,1.056,14.403,0.761,75.4,1.188,9287693,Loviya
FieldB282-L1-49,0-20,Qumoq,26.34,1.125,6.275,0.148,17.31,16.07,280,2.06,106.13,24.07,0.876,7.204,0.743,381.63,2.974,13936285,Loviya
FieldB282-L5-55,40-60,Qumloq,27.43,,6.11,0.217,10,28.53,262.02,1.3,109.87,8.39,1.652,7.96,0.834,400,0.651,1000000,Paxta
SoilB2502L7-24,0-20,Qumloq,34.41,1.248,6.017,0.623,10,23.56,81.75,1.74,155.34,12.4,0.841,29.348,0.661,108.14,1.328,13513634,Loviya
BEA01-L6-97,40-60,Qumloq,31.33,1.278,5.893,0.531,26.23,28.08,154.69,1.87,143.18,8.94,1.202,54.999,1.11,400,1.308,,Loviya
