Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
Jizzax_bug_812,0-20 sm,Gill,8.16,3.63,1.02,1.53,20.56,36.01,6.48,572.65,377.28,216943920.48,99.29,17.5,2.1,16.9343716375009,2.06011557475307,1.32,Sabzi
NMNX-2093,0-20 sm,Loy,6.79,0.8,4.88,1.25,39.5,17.73,10.64,369.16,298.26,43420190.32,33.68,13.82,1.27,18.1179949425392,2.21685612373303,,Sabzi
Jomboy_2774,0-20 sm,Loy,8.86,1.48,4.9,1.59,30.96,43.38,8.42,527.96,355.77,675641043.31,67.71,10.34,2.4,11.1631239528465,2.5047871296856,1.52,Sabzi
Jizzax-bax-2332,0-20 sm,Loy,6.3,2.52,0.87,1.21,18.52,22,10.45,384.81,226.19,286354669.62,90.43,9.45,3.69,16.1494987074448,1.29169602673422,,Sabzi
Jizzax-bax-2333,0-20 sm,Gill,8.5,2.07,1.16,1.54,18.82,46.24,9.51,196.35,199.86,630128342.76,23.66,16.24,1.36,6.31308394434269,3.43711426837739,1.62,Sabzi
Jizzax-bax-2334,0-20 sm,Loy,6.61,2.66,1.57,1.24,20.76,29.6,12.12,570.93,,331181747.54,20.32,12.56,1.16,11.5428078386274,3.16972894018335,2.12,Sabzi
Jizzax-bax-2335,0-20 sm,Loy,6.69,1.72,3.88,1.34,33.79,21.25,10.55,482.32,210.74,,21.45,19.18,3.14,7.5837034803687,1.42309432907309,1.06,Sabzi
Jizzax-bax-2336,0-20 sm,Loy,6.68,2.14,4.01,1.24,35.07,34.32,11.62,437.58,261.82,324016337.03,90.71,14.15,1.68,8.1227905679909,1.25631658214938,,Sabzi
Jizzax-bax-2337,0-20 sm,Gill,8.14,4.48,4.11,1.47,22.18,25.69,8.56,261.06,167.84,188292220.28,119.36,13.05,1.2,17.519448784715,2.33306349282723,2.19,Sabzi
Jizzax-bax-2338,0-20 sm,Loy,6.48,5.66,2.36,1.31,26.79,40.41,12.88,433.07,,535883801.39,62.93,8.56,2.1,10.4043208173639,2.07879406768182,1.41,Sabzi
Jizzax-bax-2339,0-20 sm,Loy,8.32,2.8,1.42,1.6,35.74,44.2,9.39,346.59,320.54,692642654.49,82.93,8.58,3.36,14.1451323235122,2.39304800187679,0.92,Sabzi
Jizzax-bax-2340,0-20 sm,Loy,6.45,4.57,2.01,1.21,22.32,33.74,12.53,315.93,189.26,323905535.74,111.39,17.05,0.76,10.8000675480184,2.31609019292608,2.26,Sabzi
Jizzax-bax-2341,0-20 sm,Gill,6.33,3.57,4.41,1.24,38.65,29.21,10.41,596.98,392.98,279964768.29,85.85,5.34,3.28,18.3325697173357,1.5,1.62,Sabzi
Jizzax-bax-2342,0-20 sm,Loy,6.51,,1.94,1.27,24.42,59.72,14.82,384.89,182.32,904074443.09,64.74,7.94,0.87,10.7538142631933,2.06682332860012,2.47,Sabzi
Jizzax-bax-2343,0-20 sm,Loy,8.17,1.2,4.26,1.49,33.17,16.05,5.32,448.12,221.14,35420370.4,29.86,15.07,3.31,8.72185363007083,2.63661341457173,2,Sabzi
Jizzax-bax-2344,0-20 sm,Loy,8.9,2.26,4.7,1.53,27.55,20.62,6.69,379.8,367.31,118696336.67,106.81,7,0.69,20,2.09286746625199,2.34,Sabzi
Jizzax-bax-2345,0-20 sm,Gill,6.52,4.95,3.38,1.27,34.4,59.4,14.14,538.05,284.14,900956011,64.7,7,1.16,11.4508927759137,3.50465281174666,1.48,Sabzi
Jizzax-bax-2346,0-20 sm,,7.88,4.67,1.46,1.6,20.71,40.76,6.97,433.58,321.84,495736401.9,98.16,13.05,,9.63247836035537,2.20069924892254,0.92,Sabzi
Jizzax-bax-2347,0-20 sm,,8.72,4.61,4.37,1.55,21.8,52.89,9.13,367.08,335.51,744718201.71,25.91,7.37,2.45,14.8708160332767,2.42023269403716,1.17,Sabzi
Jizzax-bax-2348,0-20 sm,,7.99,4.63,3.41,1.56,30.27,26.18,7.41,166.26,122.2,,66.1,15.74,2.17,18.0471191730847,1.2,0.66,Sabzi
Jizzax-bax-2349,0-20 sm,,7.98,0.98,3.35,1.52,19.15,21.4,7.29,367.57,274.2,81755028.08,,16.95,3.05,7.02412668198164,1.66370184685444,2.31,Sabzi
Jizzax-bax-2350,0-20 sm,Gill,8.09,4.93,2.31,1.56,16.76,23.33,7.59,160.73,110.48,309878537.01,41.35,10.28,1.24,12.679509392282,1.36931312297247,1.61,Sabzi
Jizzax-bax-2351,0-20 sm,Loy,8.48,5.25,4.3,1.55,26.15,56.74,9.92,335.55,292.82,874773710.08,101.77,19.2,2.22,8.99751875630725,2.7009240345465,,Sabzi
Jizzax-bax-2352,0-20 sm,Loy,7.62,2.64,1.74,1.64,22.95,16.24,5.73,242.06,336.88,80861937.71,86.58,,3.83,8.27129293898853,1.5365566863255,1,Sabzi
Jizzax-bax-2353,0-20 sm,Loy,6.5,2.86,3.56,1.21,16.92,28.59,10.84,547.51,345.51,317087889.54,111.01,8.67,1.96,12.0684543308084,2.62702536131337,0.95,Sabzi
Jizzax-bax-2354,0-20 sm,Gill,6.36,4.56,1.71,1.2,36.02,26.65,10.7,206.91,139.72,155863861.58,69,5.63,0.82,11.8799018761594,2.70595136666606,1.87,Sabzi
Jizzax-bax-2355,0-20 sm,Gill,8.26,2.84,4.18,1.53,21.64,33.89,8.05,434.36,312.29,431702706.47,117.65,5.62,1.09,15.9382970178155,2.30027296690101,2.81,Sabzi
Jizzax-bax-2356,0-20 sm,Loy,8.85,1.07,4.8,1.64,38.05,18.12,5.5,550.98,381.55,116787186.57,27.4,,1.9,14.331398784085,2.37734910454402,1.84,Sabzi
Jizzax-bax-2357,0-20 sm,Loy,6.7,4.41,2.9,1.24,25.39,57.17,14.72,431.63,209.89,,66.5,19.45,0.94,15,2.88527242017242,2.14,Sabzi
Jizzax-bax-2358,0-20 sm,Loy,6.73,1.72,3.63,1.27,22.24,28.14,11.56,260.36,255.96,120564802.58,114.33,5.05,1.29,13.0021791417693,2.79638098074164,0.73,Sabzi
Navoi-pax-7665,0-20 sm,Gill,6.6,1.68,4.02,1.25,18.94,36.79,12.76,398.45,209.54,360126102.76,62.7,13.88,1.74,15.7391611400014,2.72629894649634,2.54,Sabzi
Navoi-pax-7666,0-20 sm,Gill,6.72,,4.93,1.25,39.92,59.84,14.93,406.36,303.39,900478751.93,114.02,11.15,1.11,9.88453641877185,2.15463297088637,1.36,Sabzi
Navoi-pax-7667,0-20 sm,Loy,6.72,5.45,0.71,1.35,27.73,52.26,14.82,510.71,347.83,735039318.64,50.88,18.17,0.8,12.1705260628607,2.4152295510382,1.42,Sabzi
Navoi-pax-7668,0-20 sm,Loy,6.31,,3.39,1.22,15.09,50.68,13.86,362.72,183.45,647296023.81,99.29,6.79,3.49,11.4404667997202,1.95992711121908,1.11,Sabzi
Navoi-pax-7669,0-20 sm,Loy,6.62,3.27,3.61,1.34,20.39,35.93,12.79,546.22,383.37,501717808.8,36.57,6.99,3.16,12.6070587677721,3.30929652380869,1.33,Sabzi
Navoi-pax-7670,0-20 sm,Gill,6.73,2.26,4.77,1.26,19.19,33.07,12.06,334.13,189.97,370755227.9,22.66,13.9,0.99,9.09621869528532,2.40394494281127,1.26,Sabzi
Navoi-pax-7671,0-20 sm,Gill,6.67,2.7,2.43,1.22,16.61,36.31,12.52,209.63,158.51,519472224.35,81.03,14.97,2.84,,2.94257462263669,1.04,Sabzi
Navoi-pax-7672,0-20 sm,Loy,6.31,3.16,2.12,1.29,21.51,21.82,10.49,384.76,163.84,216753265.1,114.31,9.48,3.92,7.34145628327535,2.35111782896984,1.14,Sabzi
Navoi-pax-7673,0-20 sm,Loy,7.87,2.04,3.69,1.57,34.17,21.83,6.67,425.97,310.51,150607020.66,43.18,5.64,3.76,20,3.22063805180095,1.04,Sabzi
Navoi-pax-7674,0-20 sm,Loy,6.65,1.02,2.08,1.24,21.42,18.05,10.47,228.8,178.3,235626982.13,37.69,19.93,1.66,10.3379949357473,3.10858535087273,1.77,Sabzi
Navoi-pax-7675,0-20 sm,Gill,6.39,5.53,3.66,1.34,31.87,44.27,11.16,235.95,144.34,570848021.69,58.12,11.22,3.23,17.3858376036129,1.81179183819138,1.44,Sabzi
Navoi-pax-7676,0-20 sm,Gill,6.42,3.44,3.33,1.28,38.91,24.53,12.47,302.46,305.62,342519944.47,,17.62,3.87,,2.33615312808563,1.23,Sabzi
Navoi-pax-7677,0-20 sm,Loy,7.57,4.67,3.01,1.48,23.83,32.26,7.76,407.15,284.85,412814399.27,44.67,17.48,3.66,13.746084201085,3.44699680892742,1.27,Sabzi
Navoi-pax-7678,0-20 sm,Loy,8.5,5.49,4.58,1.55,23.99,50.51,7.94,243.85,126.09,737729659.2,88.49,5.44,0.76,13.8599919540059,2.35503796795286,1.49,Sabzi
Navoi-pax-7679,0-20 sm,Loy,8.2,3.57,2.96,1.57,32.3,39.4,7.76,272.68,204.26,368213318.6,89.22,18.35,3.03,9.74799912504547,2.39993412699604,2.93,Sabzi
Navoi-pax-7680,0-20 sm,Gill,6.63,4.34,3.81,1.3,36.3,55.95,14.69,252.13,195.96,871525289.42,37.31,10.92,1.3,19.0771026486783,1.84145143185375,0.63,Sabzi
Navoi-pax-7681,0-20 sm,Gill,8.77,1.22,1.57,1.52,22.93,20.86,5.33,419.96,295.35,112067364.82,92.6,6.13,0.54,14.7915308018089,1.7978831959514,1.09,Sabzi
Navoi-pax-7682,0-20 sm,Loy,7.73,0.91,4.8,1.46,31.07,16.13,6,558.08,369.32,40057192.95,96.84,18.35,3.71,15.2839727479762,3.05794781516207,1.45,Sabzi
Navoi-pax-7683,0-20 sm,Loy,6.74,4.79,2.62,1.3,23.56,56.6,14.57,313.99,181.38,827679389.54,46.75,15.93,1.26,13.2998529929557,3.14663085048801,1.13,Sabzi
Navoi-pax-7684,0-20 sm,Loy,6.6,2.96,3.69,1.35,36.07,24.61,10.55,489.17,315.79,223539649.04,22.02,17.32,3.53,11.4757893625842,1.41071207494218,0.7,Sabzi
Navoi-pax-7685,0-20 sm,Gill,6.71,3.38,4.07,1.33,27.41,45.49,14,235.11,207.78,,118.09,7.3,2.41,15.7869058334176,2.79059924130932,1.04,Sabzi
Navoi-pax-7686,0-20 sm,Gill,6.31,5.45,3.44,1.22,36.5,49.05,13.45,290.3,200.71,511189446.39,33.44,12.74,3.8,8.19749850881767,2.7800612503871,1.17,Sabzi
Navoi-pax-7687,0-20 sm,Loy,6.4,3.96,3.97,1.22,17.97,49.71,13.83,424.16,277.06,588032901.04,,5.03,2.63,10.6007530617496,3.03424877598874,1.43,Sabzi
Navoi-pax-7688,0-20 sm,Loy,8.76,2.38,2.47,1.64,37.84,20.99,5.45,226.36,129.11,113430141.69,117.37,18.77,1.92,9.70146988917115,2.66861354795139,,Sabzi
Navoi-pax-7689,0-20 sm,Loy,8.96,3.53,3.75,1.64,28.99,36.28,7.77,571.14,361.88,527650781.74,111.8,6.27,0.74,11.7108350298365,1.92457740685028,1.53,Sabzi
Navoi-pax-7690,0-20 sm,Gill,8.28,1.74,1.58,1.59,38.89,16.83,5.23,394.36,242.36,35599495.9,23.16,10.12,0.53,6.53460552072203,2.35823750927722,1.07,Sabzi
Navoi-pax-7691,0-20 sm,Gill,8.33,4.07,2.35,1.63,19.44,35.76,8.19,265.41,164.01,445761020.39,102.91,18.18,2.01,15.2727413009998,1.85655527669754,1.91,Sabzi
Navoi-pax-7692,0-20 sm,Loy,6.67,2.17,3.64,1.28,27.78,20.09,10.38,489.41,347.19,197523450.88,111.65,17.16,3.15,13.4324725219924,2.68514635714318,,Sabzi
Navoi-pax-7693,0-20 sm,Loy,6.65,2.97,2.48,1.31,27.89,50.52,13.57,444.91,334.84,,67.96,11.22,1.77,11.7059388574907,2.60913920016179,1.93,Sabzi
Navoi-pax-7694,0-20 sm,Loy,6.44,3.47,1.27,1.3,33.94,38.5,11.99,316.27,195.07,574205340.82,67.46,13.65,2.05,14.7605994603095,3.12113640671893,1.7,Sabzi
Navoi-pax-7695,0-20 sm,Gill,6.5,4.21,0.79,1.34,18.92,29.38,12.43,474.38,371.69,,119.01,12.48,2.5,,1.29310730014554,1.61,Sabzi
Navoi-pax-7696,0-20 sm,Gill,8.3,5.44,4.42,1.51,23.05,43.26,9.33,459.52,289.3,666605660.02,92.75,13.69,0.84,10.1446249661845,2.90135056418395,1.1,Sabzi
Navoi-pax-7697,0-20 sm,Loy,7.63,1.97,1.53,1.5,19.91,37.9,7.3,178.79,188.21,569517515.47,33.68,8.41,3.73,6.65956937728777,2.22272124728789,1.91,Sabzi
Navoi-pax-7698,0-20 sm,Loy,6.57,,1.85,1.34,33.01,30.49,13.12,491.97,335.02,481371779.4,39.41,7.43,3.01,11.5867562594008,1.48787540835864,1.2,Sabzi
Navoi-pax-7699,0-20 sm,Loy,8.75,,4.64,1.63,37.93,57.12,9.99,280.07,182.86,862003008.37,81.49,15.36,0.64,15.0711297028012,2.92471861736731,0.86,Sabzi
Navoi-pax-7700,0-20 sm,Gill,7.89,3.59,0.63,1.57,34.65,18.62,5.56,208.03,107.12,141853702.2,85.86,10.83,1.85,8.06728886148024,2.39821524065015,1.17,Sabzi
Navoi-pax-7701,0-20 sm,Gill,8.16,1.32,1.28,1.48,34.18,25.26,5.78,317.53,193.1,95034828.13,73.32,7.09,0.81,9.06645923525507,2.23734405538608,1.46,Sabzi
Navoi-pax-7702,0-20 sm,Loy,6.4,2,2.13,1.24,27.23,17.6,10.39,227.54,135.73,76935036.54,104.46,11.69,2.26,12.2075584333415,1.57366571492805,2.32,Sabzi
Navoi-pax-7703,,Loy,6.74,4.64,0.87,1.29,16.87,42.16,12.58,404.7,301.4,499512091.32,35.27,5.91,0.59,10.1363534593155,1.59849478937837,1.62,Sabzi
Navoi-pax-7704,,Loy,8.41,5.49,0.92,1.51,33.33,52.73,9.13,533.28,377.34,724632898.38,114.12,5.89,,10.9643176287847,3.13201322567664,1.72,Sabzi
Navoi-pax-7705,0-20 sm,Gill,8.6,4.44,4.51,1.65,26.78,57.43,9.87,465.33,359.22,855259867.18,91.16,9.37,1.87,14.9176597543643,2.18742192538358,2.01,Sabzi
Navoi-pax-7706,0-20 sm,Gill,6.52,1.75,4.96,1.32,16.93,25.63,10.44,562.31,358.84,157979945.99,114.93,6.66,,11.4464299337663,3.94185802304628,0.87,Sabzi
Navoi-pax-7707,0-20 sm,Loy,6.51,4.99,4.6,1.21,39.87,40.1,13.03,424.43,306.88,633808086.46,46.31,15.36,2.49,12.7202776383086,2.50551112480957,1.1,Sabzi
Navoi-pax-7708,0-20 sm,Loy,6.34,3.84,1.14,1.21,30.52,46.98,13.92,495.32,286.23,656812882.33,85.87,19.76,2.9,14.4762916891694,1.90111582619608,2.93,Sabzi
Navoi-pax-7709,0-20 sm,Loy,6.61,3.04,4.52,1.31,28.62,45.26,13.23,409.99,,698305152.11,117.19,6.32,3.57,10.174710851528,1.85402351478148,1.11,Sabzi
Navoi-pax-7710,0-20 sm,Gill,8.82,3.09,3.47,1.61,36.38,41.28,7.41,336.09,240.12,328257702.24,95.04,12.43,2.25,12.0368850797349,2.86191633254233,1.9,Sabzi
Navoi-pax-7711,0-20 sm,Gill,6.79,2.56,3.24,1.22,29.27,40.8,12.61,328.52,291.81,720754842.78,72.88,7.04,0.82,13.2078091964029,1.56760568745632,1.04,Sabzi
Navoi-pax-7712,,,,1.75,3.16,1.46,26.83,34.09,7.81,309.52,213.91,259068508.54,76.19,9.87,3.22,12.4125165045965,2.1710160453534,,Sabzi
Navoi-pax-7713,,,,,3.64,1.2,20.38,56.61,14.41,413.83,,783292696.44,82.16,13.95,1.76,17.3803070468542,2.8142925818753,1.98,Sabzi
Navoi-pax-7714,,,,5.7,2.88,1.24,17.33,50.47,13.23,212.14,189.2,672356908.74,54.44,16.9,2.75,12.0307931639369,2.52820172035291,1.82,Sabzi
Navoi-pax-7715,0-20 sm,Gill,8.45,4.63,0.92,1.56,27.13,39.75,9.22,234.89,117.33,505512315.84,107.51,14.93,0.83,13.1117179242829,2.07839855725795,1.24,Sabzi
Navoi-pax-7716,0-20 sm,Gill,7.96,0.87,3.95,1.48,38.57,15.89,5.07,326.45,202.58,20494912.64,96.24,18.47,1.94,13.923301383423,1.49508666532627,1.24,Sabzi
Navoi-pax-7717,0-20 sm,Loy,8.92,2.42,4.77,1.57,31.47,42.87,9.15,455.26,298.87,625255029.76,103.7,,0.76,18,1.50677335307153,,Sabzi
Navoi-pax-7718,0-20 sm,Loy,8.99,0.8,2.96,1.57,30.87,15.42,5.3,275.5,186.35,31531797.36,76.29,18.43,0.55,13.5775603631402,3.41815043136359,1.57,Sabzi
Navoi-pax-7719,0-20 sm,Loy,8.51,4.89,4.35,1.51,20.95,53.58,9.31,588.62,375.97,,49.48,10.03,0.92,11.4039786506208,3.08190619762244,2.62,Sabzi
Navoi-pax-7720,0-20 sm,Gill,8.98,5.37,4.61,1.61,37.57,59.35,9.61,457.26,255.23,888323514.32,92.38,17.28,0.67,10.5547818280795,2.21122181937905,0.93,Sabzi
Navoi-pax-7721,0-20 sm,Gill,6.77,4.09,3.01,1.25,36.31,49.1,14.15,263.85,293.66,614708943.09,60.14,9.16,0.65,15,3.21583623344668,1.63,Sabzi
Navoi-pax-7722,0-20 sm,Loy,7.91,4.24,2.82,1.52,35.25,45.63,7.47,281.41,247.77,692957892.75,88.78,10.48,3.52,10.6520876901081,1.94084853932177,1,Sabzi
Navoi-pax-7723,0-20 sm,Loy,6.61,3.96,4.51,1.23,36.68,40.48,13.94,188.08,167.45,631598124.38,48.46,19.32,3.19,10.8889336611372,1.81304277320534,1,Sabzi
Navoi-pax-7724,0-20 sm,Loy,6.75,1.42,3.36,1.23,27.77,25.93,10.87,202.41,117.65,152659146.65,44.67,13.63,0.54,10.4658469060282,1.87065711637252,,Sabzi
Navoi-pax-7725,0-20 sm,Gill,7.77,5.25,1.08,1.59,26.51,42.14,6.46,239.14,136.1,486404327.59,96.11,6.68,3.85,14.1643899217442,1.40408644120236,2.31,Sabzi
Navoi-pax-7726,0-20 sm,Gill,6.74,1.15,0.7,1.34,29.11,28.88,12.4,375.15,304.16,374133150.82,24.17,15.16,1.3,11.6834665733544,1.21295569271229,2.28,Sabzi
Navoi-pax-7727,0-20 sm,Loy,6.34,3.13,1.93,1.26,37.55,26.46,11.31,292.36,230.28,167067117.03,113.57,15.15,3.85,11.8197950535475,2.05692860204235,1.24,Sabzi
Navoi-pax-7728,0-20 sm,Loy,8.63,2.92,4.41,1.6,36,21.27,8.27,374.75,189.18,103938697.2,117.42,13.11,2.16,15.2655058222569,1.47327839189009,2.64,Sabzi
Navoi-pax-7729,0-20 sm,Loy,6.47,5.65,1.21,1.34,16.59,57.04,14.68,314.71,132.58,831160221.43,81.35,11.86,2.05,10.0551064305167,3.99880725650389,1.39,Sabzi
Navoi-pax-7730,0-20 sm,Gill,8.72,4.17,3.24,1.56,39.82,59.56,9.75,378.72,329.64,882926879.97,33.9,5.03,2.61,9.48641594158629,2.6472359731435,,Sabzi
Navoi-pax-7731,0-20 sm,Gill,6.5,5.46,4.17,1.32,39.81,56.37,14.46,248.7,229.64,785078936.96,47.82,13.55,1.88,15.6238450045684,2.52398631533905,0.95,Sabzi
Jomboy_2772,0-20 sm,Loy,6.34,5.48,1.84,1.22,35.35,36.41,12.59,205.39,192.94,310426042.61,28.94,12.38,1.53,12.4331314720503,1.2,1.91,Sabzi
Samar_tt-1519,0-20 sm,Loy,6.52,2.42,2.19,1.35,17.13,27.21,10.93,446.91,299.07,352474057.57,24.62,8.08,2.5,12.4788358930827,3.24620969434758,,Sabzi
Jizzax_bug_811,0-20 sm,Loy,6.57,1.95,2.73,1.22,25.95,21.69,11.61,278.39,276.75,137966102.05,115.61,15.65,1.75,13.4657729947935,1.2,,Sabzi
NMNX-2092,0-20 sm,Gill,6.51,5.43,1.24,1.27,30.58,56.61,14.24,437.7,282.46,834686853.91,69.96,14.85,,8.28615518637837,2.30982874201955,1.49,Sabzi
Jomboy_2773,0-20 sm,Gill,6.45,3.58,2.46,1.25,25.23,23.33,11.09,527.27,385.6,124669213.76,41.77,7.41,3.44,11.466523853623,2.65873695222832,1.31,Sabzi
Samar_tt-1520,0-20 sm,Loy,8.04,2.3,1.33,1.56,37.18,36.76,6.69,336.46,286.3,421729910.24,,11.93,2.05,15.2299337030348,1.75629923610619,2.49,Sabzi
Jizzax_bug_812,0-20 sm,Loy,6.79,0.83,1.02,1.35,32.37,22.26,10.83,595.64,397.88,86280056.06,61.83,17.92,0.54,7.68700655402606,1.2,2.17,Sabzi
NMNX-2093,0-20 sm,Loy,8.53,1.67,3.57,1.55,29.73,18.56,5.31,445.78,219.94,140909007.27,111.69,10.84,1.44,10.8806148956431,1.44700528106662,,Sabzi
Jomboy_2774,0-20 sm,Gill,6.55,4.75,2.24,1.29,17.97,52.83,14.49,177.19,167.18,748125910.05,103.28,19.19,1.91,8.63318038963172,1.95209098480526,1.6,Sabzi
Samar_tt-1521,0-20 sm,Gill,6.56,1.63,4.05,1.28,26.92,35.66,11.06,534.73,382.95,287806315.24,27.92,7.75,2.93,10.3228453873787,1.93389975968891,,Sabzi
Jizzax_bug_813,0-20 sm,Loy,6.59,1.02,3.28,1.3,31.04,16.55,10.19,196.47,133.09,34639992.51,59.65,9.06,2.86,9.38591346484279,2.14305419091722,,Sabzi
NMNX-2094,0-20 sm,Loy,8.82,4.44,1.98,1.64,16.46,50.21,6.49,320.16,311.3,689679175.91,87.22,5.81,1.53,9.07735460824966,1.2,2.27,Sabzi
Jomboy_2775,,Loy,8.07,,2.45,1.3,15.64,57.88,13.53,334.45,255.02,830072796.84,59.85,,1.26,11.4208291834419,2.65555317326914,0.8,Sabzi
Jizzax-bax-2359,0-20 sm,Gill,7.54,4.3,2.75,1.45,33.74,44.08,8.55,412.49,275.58,,76.78,8.53,3.6,10.9533329718203,1.70293553686443,,Sabzi
Jizzax-bax-2360,0-20 sm,Gill,6.5,,0.95,1.28,35.1,55.81,14.81,183.52,104.58,777609796.15,87.19,17.25,1.91,,2.43946139880333,,Sabzi
Jizzax-bax-2361,0-20 sm,Loy,8.22,1.22,4.43,1.46,30.96,22.11,7.84,297.46,229.78,186601801.9,74.89,8.69,1.48,12.1454468903853,2.23034963934294,1.42,Sabzi
Jizzax-bax-2362,,Loy,8.07,2.95,1.42,1.24,17.12,26.37,13.93,488.92,322.63,217244897.64,,5.53,2.77,11.3658771133888,2.25240661029689,0.89,Sabzi
Jizzax-bax-2363,0-20 sm,Loy,6.43,4.44,2.65,1.23,24.96,43.32,13.17,590.6,389.4,683062867.25,79.2,10.21,1.37,,2.40784078018629,2.11,Sabzi
Jizzax-bax-2364,0-20 sm,Gill,8.15,4.05,1.37,1.56,16.35,35.47,8.22,220.33,202.88,495871336.27,99.62,13.1,1.1,7.07261689179483,2.82423501012684,1.35,Sabzi
Jizzax-bax-2365,0-20 sm,Gill,8.49,0.86,2.57,1.5,28.33,16.01,6.02,345.57,242.72,33931630.54,119.42,19.59,2.99,14.3257559982454,3.12677537306689,1.92,Sabzi
Jizzax-bax-2366,0-20 sm,Loy,7.76,5.49,1.76,1.58,31.71,43.71,7.28,466.06,227.11,526147573.04,20.12,15.36,1.76,11.7576586671243,4,1.35,Sabzi
Jizzax-bax-2367,0-20 sm,Loy,6.36,5.36,4.65,1.25,22.61,48.18,12.7,386.92,267.52,614842402.78,,9.79,3.5,10.3530099083583,1.79013132715994,1.24,Sabzi
Jizzax-bax-2368,0-20 sm,Loy,6.67,1.81,1.59,1.26,26.21,41.25,13.1,365.49,246.9,507168100.96,33.28,12.55,1.61,6.75757870408867,1.26500161941582,1.29,Sabzi
Jizzax-bax-2369,0-20 sm,Gill,8.76,2.28,4.72,1.63,22.82,37.26,6.82,366,298.76,376062308.1,84.07,13.87,3.53,7.69782631730054,2.50332657947734,1.68,Sabzi
Jizzax-bax-2370,0-20 sm,Gill,6.55,3.54,2.29,1.34,18.77,33.84,12.85,505.76,325.27,477481636.2,37.62,13.62,2.28,8.58716139032175,2.37916059575604,0.98,Sabzi
Jizzax-bax-2371,0-20 sm,Loy,8.49,3.94,1.2,1.59,35.78,26.05,5.17,517.01,277.02,177358927.32,111.45,8.9,0.6,13.3346819529903,2.74547000267553,1.53,Sabzi
Jizzax-bax-2372,0-20 sm,Loy,6.54,4.72,4.48,1.32,20.06,41.39,14.2,570.31,369.22,702669342.75,62.3,7.41,3.58,12.6022371953588,2.17743057372427,1.42,Sabzi
Jizzax-bax-2373,0-20 sm,Loy,6.78,3.22,1.22,1.27,29.06,46.54,14.02,421.06,315.32,657287052.8,86.07,15.83,0.52,19.5542521040789,2.28603969160642,1.16,Sabzi
Jizzax-bax-2374,0-20 sm,Gill,7.94,2.71,2.92,1.51,37.02,41.27,8.85,287.89,191.25,335362034.97,75.59,16.81,3.25,15.3387709365354,1.56687549541206,2.76,Sabzi
Jizzax-bax-2375,0-20 sm,Gill,6.5,5.2,1.71,1.27,37.28,46.93,13.36,505.32,370.51,535769153.55,116.32,16.53,0.94,18.7881954069406,2.33902178545084,,Sabzi
Jizzax-bax-2376,0-20 sm,Loy,7.81,5.06,4.51,1.46,18,49.08,8.22,467.58,155.93,649432755.23,48.13,7.83,3.11,8.84006200806092,1.5,1.15,Sabzi
Jizzax-bax-2377,0-20 sm,Loy,8.61,2.64,3.62,1.59,37.75,23.2,5.43,150.24,101.28,76950794.92,84.22,8.01,2.35,8.10403120955758,1.52917039232851,2.22,Sabzi
Jizzax-bax-2378,0-20 sm,Loy,6.52,1.79,2.03,1.21,33.29,17.73,11.08,266.1,157.02,54286537.78,75.96,13.13,1.91,11.087047303145,1.75366834376147,1.32,Sabzi
Jizzax-bax-2379,0-20 sm,Gill,8.84,3.88,3.57,1.57,37.39,49.42,7.75,463.24,324.15,628576016.29,78.03,13.95,1.37,10.2463602435163,1.96424616007656,,Sabzi
Jizzax-bax-2380,0-20 sm,Gill,6.52,1.61,1.54,1.29,20.55,22.07,11.8,371.19,167.04,145943584.24,55.31,8.33,1.67,10.7251908761092,1.61657767406333,1.96,Sabzi
Jizzax-bax-2381,0-20 sm,Loy,6.44,2.66,1.55,1.28,28.81,21.73,10.55,272.52,224.12,160876023.87,97.39,18.03,3.36,13.8280632888172,1.96301700569753,1.18,Sabzi
Jizzax-bax-2382,0-20 sm,Loy,8.71,3.11,2.44,1.53,29.59,45.23,6.51,319.89,192.42,556840175.14,26.82,16,1.84,12.3344154614277,1.32110736094087,2.29,Sabzi
Jizzax-bax-2383,,Loy,8.07,4.08,4.01,1.22,22.89,49.14,13.72,230.8,149.41,629731916.58,46.5,5.26,1.12,9.12591932624158,2.6743677040747,0.73,Sabzi
Jizzax-bax-2384,0-20 sm,Gill,8.73,3.36,3.45,1.48,23.78,53.48,9.44,166.87,127.56,766912351.71,31.24,10.1,1.22,14.0489005919815,1.22863423327535,1.37,Sabzi
Jizzax-bax-2385,0-20 sm,Gill,7.51,3.31,3.31,1.61,28.49,30.72,7.01,167.11,140.38,417163289.19,92.02,16.95,4,9.16885880542326,2.82704956581096,1.92,Sabzi
Navoi-pax-7732,0-20 sm,Loy,8.18,4.91,2.25,1.6,27.14,29.72,9.16,439.58,321.42,534093145.79,71.6,14.35,2.79,6.16265838298802,1.79931159936219,1.35,Sabzi
