"Sample","Layer (cm)","Mechanical composition","pH","Humus (%)","Soil EC (mS/cm)","Soil density (g/cm³)","CF (%)","N (mg/kg)","P (mg/kg)","K (mg/kg)","Mg (mg/kg)","Microorganisms  (CFU/g)","S (mg/kg)","Fe (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","Cu (mg/kg)","B (mg/kg)","Crop"
"Cottonchi_tup_1228","40-60 sm","Qum","6.33","2.56","3.44","1.49","25.81","43.22","19.16","428.19","404.47","1181441596.96","53.49","7.26","2.1242899872886","9.61","2.1151990358375","2.41","Corn"
"Cottonchi_tup_1229","40-60 sm","Loy","8.61","1.36","0.87","1.46","26.33","28.78","13.68","435.83","410.4","672131552.25","51.48","8.56","3.3932618642891","7.31","1.8066411118318","1.95","Wheat"
"NMNX-1155","40-60 sm","Loy","6.83","2.72","4.06","1.46","24.21","36.81","21.02","440.58","404.23","","","6.88","2.2530167729623","10.18","2.757019761539","2.45","Corn"
"Jomboy_1836","40-60 sm","Qumoq","7.85","1.31","3.62","1.58","28.02","20.54","11.82","339.11","320.86","291833126.82","77.39","9.52","5.1278054093202","8.13","2.2398008632606","2.37","Wheat"
"Samar_tt-583","40-60 sm","Gill","6.43","2.79","0.61","1.31","24.97","49.69","25.27","500.75","452.4","1923795312.22","57.19","15.71","3.9949968506801","8.93","2.3955581593365","1.28","Corn"
"Karta-1125","40-60 sm","Qum","7.64","1.73","4.42","1.58","28.22","22.68","13","432.82","414.11","562813719.64","35.64","7.11","3.9415592671779","8.01","3.1512224513398","0.98","Cotton"
"NTTM-1127","40-60 sm","Loy","8.47","0.47","4.88","1.86","28","5.52","5.74","314.22","282.62","35741034.22","","8.37","5.1453161000841","6.01","2.440556776605","","Wheat"
"Cottonchi_tup_1230","40-60 sm","Loy","7.94","1.51","4.1","1.61","23.99","33.8","18.05","409.98","391.67","639321613.37","55.68","7.87","4.8975323571879","7.07","2.9558425647194","1.54","Corn"
"Cottonchi_tup_1231","40-60 sm","Qumoq","6.81","1.37","3.29","1.71","25.86","32.49","18.64","395.91","379.77","577485884.5","58.8","8.98","2.8672943297547","9.25","3.5","2.73","Wheat"
"NMNX-1156","40-60 sm","Gill","8.05","2.9","1.36","1.48","24.85","43.04","27.97","490.58","475.7","1432132233.44","40.46","9.17","1.5208772364811","7.62","3.3019771313091","1.88","Corn"
"Jomboy_1837","40-60 sm","Qum","6.44","2.37","3.97","1.68","26.78","45.96","27.2","458.29","415.38","1735920285.66","","8.74","2.2419224783647","9.39","2.1043644594668","","Corn"
"Samar_tt-584","40-60 sm","Loy","6.32","2.39","2.65","1.66","26.76","52.17","25.46","458.22","418.93","1795304938.44","52.39","7.96","1.5437875870289","9.22","3.2328056962739","2.14","Corn"
"Karta-1126","40-60 sm","Loy","8.03","2.13","3.39","1.43","28.79","38.39","19.35","438.36","","1029114743.47","51.87","8.82","2.9313589761332","7.41","1.5951414670591","","Corn"
"NTTM-1128","40-60 sm","Qumoq","7.66","3.66","1.8","1.41","24.11","45.19","24.59","498.08","452.88","1863556901.72","45.79","7.11","3.0058415794889","8.43","3.8052978408275","2.29","Corn"
"Cottonchi_tup_1232","40-60 sm","Gill","7.56","1.84","3.83","1.71","18.33","32.34","20.25","440.77","395.22","712990557.99","68.78","11.71","4.1578226129989","8.48","1.3419788678495","1.01","Cotton"
"Cottonchi_tup_1233","40-60 sm","Qum","6.13","3.49","2.52","1.41","24.92","42.46","25.49","486.02","439.3","1651359304.36","49.07","7.96","3.7653861293019","10.81","3.1411383749957","2.33","Corn"
"NMNX-1157","40-60 sm","Loy","7.84","1.96","1.17","1.4","23.76","39.15","19.31","475.61","434.69","773612522.12","52.28","8.76","3.4853712306953","7.72","2.8722332627151","2.97","Corn"
"Jomboy_1838","40-60 sm","Loy","6.69","2.59","1.18","1.33","18.2","42.75","29.55","472","","2009625193.98","39.53","7.55","5.5362612724095","9.2","2.0992962243967","0.83","Corn"
"Samar_tt-585","40-60 sm","Qumoq","7.54","1.03","2.47","1.65","24.03","15.25","8.4","351.38","337.11","185210411.84","52.77","8.96","2.9304066998625","7.66","2.2304139442178","","Wheat"
"Karta-1127","40-60 sm","Gill","8.13","1.44","1.96","1.48","29.21","35.5","17.99","420.02","379.38","554796004.65","47.73","10.48","3.9792850770225","","1","0.84","Corn"
"NTTM-1129","40-60 sm","Qum","6.06","2.69","1.58","1.53","28.19","42.13","18.96","465.19","413.08","1861248451.88","","7.35","5.1433434368653","","1.4603940933857","1.82","Corn"
"Cottonchi_tup_1234","40-60 sm","Loy","8.53","1.83","1.73","1.48","28.42","25.94","18.69","397.24","351.84","","53.07","8.28","4.4329623649362","6.8","3.1118458534939","1.47","Wheat"
"Cottonchi_tup_1235","40-60 sm","Loy","6.97","3.02","1.16","1.63","23.96","44.7","25.15","506.74","427.26","1196386865.76","47.29","12.66","3.7822305321612","9.32","2.782018895118","2.96","Corn"
"NMNX-1158","40-60 sm","Qumoq","7.06","3.18","1.04","1.49","23.37","46.11","23.99","483.64","439.39","1201835109.05","45.27","9.33","2.8818630634794","7.6","1.999715457143","2.49","Corn"
"Jomboy_1839","40-60 sm","Gill","7.61","0.78","3.5","1.82","21.17","13.11","8.58","347.33","317.72","135141324.15","73.14","10.23","2.4784429154462","7.8","2.5313610252247","1.31","Wheat"
"Samar_tt-586","40-60 sm","Qum","6.29","3.32","1.52","1.41","28.83","36.38","28.96","482.66","442.96","1478800847.62","","9.87","3.7745230929983","9.14","1.4562721182497","1.75","Corn"
"Karta-1128","40-60 sm","Loy","7.95","0.9","3.51","1.77","26.48","14.49","8.78","355.05","336.7","218994800.15","44.72","9.04","1.5308298740196","8.06","2.5213935468271","2.5","Wheat"
"NTTM-1130","40-60 sm","Loy","8.61","1.65","4.78","1.58","20.71","25.77","13.04","381.45","347.82","354126562.75","67.56","9.47","4.2036870226678","7.12","2.313965937653","2.9","Wheat"
"Cottonchi_tup_1236","40-60 sm","Loy","7.48","1.75","2.15","1.52","23.77","20.72","14.8","372.22","368.87","408973510.47","30.09","7.73","7","7.58","2.0348296108854","2.79","Wheat"
"Cottonchi_tup_1237","40-60 sm","Qumoq","6.52","1.49","3.89","1.64","27.33","30.26","12.03","382.18","356.65","441424098.23","38.41","9.9","2.4091057747209","","3.2557915929144","","Wheat"
"NMNX-1159","40-60 sm","Gill","6.56","2.4","4.3","1.71","24.66","40.38","21.06","401.72","375.88","912842407.57","46.57","8.91","3.6606705853111","8.84","2.9373017073173","2.8","Wheat"
"Jomboy_1840","40-60 sm","Qum","7.04","3.33","2.57","1.42","25.94","37.72","25.26","480.36","454.62","1647076851.04","42.09","7.7","3.9656617235114","8.43","1.1813108283012","","Corn"
"Samar_tt-587","40-60 sm","Loy","8.67","0.68","4.68","1.77","28.51","10.32","9.68","382.32","371.97","104302308.17","60.04","8.48","5.7615054449498","6.37","2.1543090551627","1.68","Wheat"
"Karta-1129","40-60 sm","Loy","7.01","3.12","1.07","1.35","24.83","48.38","21.91","532.11","462.22","1742552401.2","39.34","9.69","2.3173046874382","8.63","2.3652268146528","2","Corn"
"NTTM-1131","40-60 sm","Qumoq","7.6","1.93","4.47","1.63","28.62","29.19","19.07","459.61","421.02","","39.03","5.97","3.4448113879167","8.45","2.3072801778099","1.98","Cotton"
"Cottonchi_tup_1238","40-60 sm","Gill","6.65","3.04","2.74","1.52","28.72","42.99","17.57","493.38","456.73","1076378298.08","49.57","8.41","1","","1.5","2.24","Corn"
"Cottonchi_tup_1239","40-60 sm","Qum","8.46","1.92","2.46","1.54","21.56","33.14","16.57","450.9","401.32","","57.01","9.74","4.9429313949266","8.15","1.7684712943921","2.15","Wheat"
"NMNX-1160","40-60 sm","Loy","8.15","0.79","3.1","1.67","23.32","16.83","10.66","378.8","347.01","","65.64","","4.3017287352667","6.88","2.4953928082183","","Wheat"
"Jomboy_1841","40-60 sm","Loy","8.91","0.97","4.85","1.79","24.85","17.92","11.12","347","329.2","192377990.37","53.94","6.83","6","6.72","2.2563582621751","2.29","Wheat"
"Samar_tt-588","40-60 sm","Qumoq","7.65","0.76","4.63","1.85","23.96","13.27","8.69","289.91","264.54","74231661.36","61.83","7.13","2.7918870183785","7.49","1.6776715211569","2.71","Wheat"
"Karta-1130","40-60 sm","Gill","6.09","2.38","1.05","1.39","24.13","37.28","24.91","506.39","465.57","","43.14","9.73","2.7258930905862","9.53","2.2367710452494","","Corn"
"NTTM-1132","40-60 sm","Qum","6.25","1.5","4.28","1.49","25.32","29.97","13.18","402.24","362.15","673441240.35","50.64","6.71","1.5","9.03","1.972488401336","2.67","Wheat"
"Cottonchi_tup_1240","40-60 sm","Loy","8.18","1.08","3.27","1.7","21.03","25.05","13.64","332.96","317.51","319763092.67","57.51","7.49","1.2157494527813","","2.2694833481454","","Wheat"
"Cottonchi_tup_1241","40-60 sm","Loy","6.66","1.33","3.73","1.5","27.54","17.18","11.05","359.83","356.08","366039568.72","47.67","7.27","5.9790428871013","8.51","1.6451153084636","2.12","Wheat"
"NMNX-1161","40-60 sm","Qumoq","8.93","0.66","3.12","1.68","24.03","12.12","7.31","350.08","322.81","101006845.73","37.22","8.46","2.8018885207922","5.8","3.5","","Wheat"
"Jomboy_1842","40-60 sm","Gill","6.26","2.77","1.15","1.36","22.95","43.86","21.07","484.8","458.31","1576362890.03","68.41","10.38","3.9723282384971","10.27","2.9540145644696","0.98","Corn"
"Samar_tt-589","40-60 sm","Qum","7.43","2.36","5.22","1.66","24.48","35.62","18.16","420.52","371.05","624798597.15","73.59","11.53","6","8.16","2.1619174532036","2.24","Corn"
"Karta-1131","40-60 sm","Loy","7.45","1.96","2.09","1.59","18.98","26.18","15.7","420.62","383.25","595834348.42","46.83","7.57","4.331040183109","8.43","1.8634781013065","0.94","Wheat"
"NTTM-1133","40-60 sm","Loy","6.22","2.15","2.79","1.53","21.58","50.23","22.12","439.47","416.04","1121747597.73","58.97","10.38","3.0821911516653","10.05","1.82514954912","","Corn"
"Cottonchi_tup_1242","40-60 sm","Qumoq","6","3.06","0.68","1.3","25.11","45.03","28.35","492.77","462.37","1800813827.76","59.39","7.44","5.9386485083066","10.51","2.3659254341439","1.9","Corn"
"Cottonchi_tup_1243","40-60 sm","Gill","6.12","2.9","2.42","1.37","29.72","52.24","28.03","480.71","428.92","1632083092.05","54.19","9.63","1.2","9.26","2.0702120202935","2.8","Corn"
"NMNX-1162","40-60 sm","Qum","6.4","3.49","0.96","1.39","29.64","48.79","30.4","510.41","470.31","1840826910.74","52.86","","4.5880796597267","","2.3110442929301","","Corn"
"Jomboy_1843","40-60 sm","Loy","8.54","2.56","4.61","1.53","21.83","29.5","18.21","451.75","412.18","957873716.89","36.66","9.91","3.9801571658422","6.36","2.2092560162284","2.13","Corn"
"Samar_tt-590","40-60 sm","Loy","7.86","0.83","2.32","1.68","26.19","15.73","8.02","383.31","358.49","135653625.44","51.69","12.31","1.140289048642","6.29","2.6440773577641","","Wheat"
"Karta-1132","40-60 sm","Qumoq","7.81","2.36","4.86","1.79","28.29","29.73","18","453.34","","856530581.33","42.44","6.91","5.4467059791794","7.53","2.7637831226939","1.34","Corn"
"NTTM-1134","40-60 sm","Gill","8.19","0.61","5.33","1.68","27.82","12.97","8.12","332.11","298.1","93702605.65","68.93","9.34","4.2339772673432","6.91","3.5003221905824","2.18","Wheat"
"Cottonchi_tup_1244","40-60 sm","Qum","6.68","1.13","3.7","1.79","29.77","30.65","13.51","441.22","422.28","354400837.25","46.66","8.99","6","9.02","3.4137968783109","2.17","Wheat"
"Cottonchi_tup_1245","40-60 sm","Loy","8.69","1.98","3.53","1.58","30","30.84","22.28","443.39","384.43","962752660.78","65.37","6.01","3.9065276563838","8","2.3842217250931","1.81","Cotton"
"NMNX-1163","40-60 sm","Loy","8.63","1.63","2.69","1.64","21.58","21.92","11.68","409.62","398.67","452397664.7","40.81","8.3","5.7948659658012","6.76","2.1188684141228","","Wheat"
"Jomboy_1844","40-60 sm","Qumoq","7.41","0.69","4.57","1.75","19.5","15.31","10.7","326.17","317.25","","51.79","9.04","2.8495558729415","8.2","1.4426414103793","2.13","Wheat"
"Samar_tt-591","40-60 sm","Gill","6.47","2.94","2.64","1.36","19.99","44.34","18.8","522.59","440.52","1797151454.31","","7.04","1.5314532145733","9.64","2.3329719053527","1.45","Corn"
"Karta-1133","40-60 sm","Qum","8.19","1.2","0.74","1.52","27.51","28.52","12.29","395.67","358.26","311549942.36","72.55","10.01","6","7.02","2.5611843580223","2.19","Wheat"
"NTTM-1135","40-60 sm","Loy","7.64","1.93","3.33","1.71","20.95","38.28","17.07","418.47","367.5","705479067.34","49.55","8.79","5.6609235714522","8.74","2.4823655064694","2.34","Cotton"
"Cottonchi_tup_1246","40-60 sm","Loy","7.15","1.27","1.84","1.69","25.85","23.6","9.5","400.21","383.86","304769193.46","51.89","10.73","2.9259714384043","9.27","2.25400474133","1.91","Wheat"
"Cottonchi_tup_1247","40-60 sm","Loy","6.85","1.79","3.81","1.75","25.49","32.69","18.78","400.76","380.88","505701416.87","48.36","11.2","1.7649786617124","9.13","1.8215193851528","2.59","Wheat"
"NMNX-1164","40-60 sm","Qumoq","7.48","1.04","4.36","1.77","23.73","14.12","9.35","336.85","299.95","254290748.17","43.11","9.71","1.6394811904014","7.73","2.4771112042721","2","Wheat"
"Jomboy_1845","40-60 sm","Gill","7.86","1.82","5.04","1.7","28.2","27.25","15.01","397.67","388.48","512970639.77","","7.47","3.8658073636069","7.55","2.7208356483274","","Wheat"
"Samar_tt-592","40-60 sm","Qum","8.27","1.96","2.4","1.34","24.28","25.75","14.43","384.18","356.07","519923933.58","52.36","8.53","4.5112508095922","6.28","1.9344152752175","1.8","Corn"
"Karta-1134","40-60 sm","Loy","7.37","2.92","3.72","1.55","26.58","36.6","21.84","483.68","433.92","1252263868.33","66.18","11.41","2.2166952289877","8.31","2.6521247265198","2.41","Corn"
"NTTM-1136","40-60 sm","Loy","8.65","1.57","3.62","1.73","28.26","16.58","12.31","344.56","345.02","321884655.3","51.61","8.57","6","6.55","2.1739983307078","1.81","Wheat"
"Cottonchi_tup_1248","40-60 sm","Qumoq","7.68","1.89","2.47","1.48","24.86","23.62","16.85","439.84","422.84","636101480.74","","7.63","1.2","7.87","2.0089918367137","1.94","Wheat"
"Cottonchi_tup_1249","40-60 sm","Gill","7.41","1.99","3.75","1.53","24.18","28.14","15.41","441.58","381.01","825880417.34","57.94","9.19","1.2888290219918","8.09","3.0860848383481","2.61","Wheat"
"NMNX-1165","40-60 sm","Qum","6.31","2.88","1.29","1.74","26.06","46.89","21.74","463.05","401.08","1649919210.76","60.14","10.6","3.8910473641363","8.84","1.6012933474037","2.51","Corn"
"Jomboy_1846","40-60 sm","Loy","6.74","2.94","1.52","1.38","22.79","47.35","19.5","490.93","438.15","1553006270.93","44.47","9.97","4.4494475314398","8.95","3.4267860911461","1.5","Corn"
"Samar_tt-593","40-60 sm","Loy","8.83","1.11","5.53","1.61","25.46","21.89","14.99","406.99","","","48.83","9.68","1","6.4","2.2888890966776","2.74","Cotton"
"Karta-1135","40-60 sm","Qumoq","8.19","1.45","3.75","1.51","26.85","26.47","15.12","418.38","375.39","486880186.37","52.86","6.39","4.0094382701061","7.46","2.9656813531303","2.32","Cotton"
"NTTM-1137","40-60 sm","Gill","6.07","2.41","2.66","1.49","28.26","57.81","29.53","492.26","437.83","1716078316.98","63.4","7.34","3.2164505922883","10.11","3.4173881993796","2.63","Corn"
"Cottonchi_tup_1250","40-60 sm","Qum","7.52","3.15","0.93","1.42","29.8","46.8","27.08","511.26","","","38.07","11.77","2.2410029537576","8.81","2.134979106576","1.83","Corn"
"Cottonchi_tup_1251","40-60 sm","Loy","7.2","2.26","3.1","1.45","18.17","42.12","22.8","457.25","419.3","809364963.13","83.3","7.22","1.9867972130171","8.6","2.7744149743687","1.86","Corn"
"NMNX-1166","40-60 sm","Loy","6.04","2.34","2.38","1.47","29.15","55.52","26.53","479.76","434.64","1515068015.8","65.23","7.29","1.6578410190238","9.94","3.4388748771699","","Corn"
"Jomboy_1847","40-60 sm","Qumoq","6.82","1.25","4.41","1.66","25.44","30.69","15.65","398.25","379.99","","45.21","8.78","3.6099360010413","9.33","2.2165020257083","2.57","Wheat"
"Samar_tt-594","40-60 sm","Gill","6.02","2.25","1.67","1.55","27.18","34.33","23.33","481.75","427.86","1137028790.94","","8.14","2.0318699396017","10.36","2.2392099684839","1.68","Corn"
"Karta-1136","40-60 sm","Qum","8.05","2.44","1.2","1.59","23.49","29.36","21.89","469.56","426.76","730038014.68","51.56","7.76","4.0233179955105","8.78","2.5030174216864","1.04","Corn"
"NTTM-1138","40-60 sm","Loy","6.23","3.15","1.29","1.42","24.99","39.65","26.16","491.54","435.54","1573171256.71","59.43","8.17","1.5","9.05","2.2128922941985","2.75","Corn"
"Cottonchi_tup_1252","40-60 sm","Loy","6.63","2.04","1.06","1.47","29.61","35.67","21.97","432.96","403.95","1109926789.01","68.52","9.45","3.3802997887855","10.26","2.9062461645763","2","Corn"
"Cottonchi_tup_1253","40-60 sm","Qumoq","9","0.42","5.44","1.83","28.67","5.81","5.56","312.94","272.93","38539870.26","46.8","7.97","6","6.36","1.2075598172954","1.39","Wheat"
"NMNX-1167","40-60 sm","Gill","8.66","0.66","3.56","1.48","27.21","8.85","6.62","348.68","322.63","102497724.31","43.71","10.69","6","6.39","1.8180758303676","2.3","Wheat"
"Jomboy_1848","40-60 sm","Qum","8.86","0.7","4.69","1.81","22.82","9.81","8.13","330.32","326.69","82643878.4","44.35","8.71","3.0698216832417","5.93","1.5042171088383","2.02","Wheat"
"Samar_tt-595","40-60 sm","Loy","7.82","2.68","2.66","1.4","27.64","34.28","20.88","507.42","453.99","1548258076.4","45.73","10.96","2.8036447780471","7.56","2.4589662631344","1.14","Corn"
"Karta-1137","40-60 sm","Loy","8.44","0.94","4.33","1.6","28.92","11.25","9.19","357.33","332.83","127093456.41","52.64","6.26","4.651850720678","7.52","2.0454743319562","2.69","Wheat"
"NTTM-1139","40-60 sm","Qumoq","7.04","2.37","4.22","1.39","29.59","28.1","19.27","467.01","416.13","1216299018.08","38.71","","1","8.68","2.8189726135362","1.78","Corn"
"Cottonchi_tup_1254","40-60 sm","Gill","7.88","1.66","4.92","1.65","29.24","32.41","12.32","401.95","386.45","551514431.51","56.8","7.91","4.060799263683","7.71","2.9","2.56","Cotton"
"Cottonchi_tup_1255","40-60 sm","Qum","6.71","1.72","1.87","1.74","27.27","32.96","16.61","412.78","400.84","841703458.65","62.97","11.29","7","8.41","2.9","1.13","Wheat"
"NMNX-1168","40-60 sm","Loy","8.88","0.91","4.17","1.68","21.05","14.17","8.66","358.77","361.36","210038111.07","46.04","10.95","6.1529168161447","6.75","1.6441449950625","","Wheat"
"Jomboy_1849","40-60 sm","Loy","8.25","2.33","1.99","1.58","27.63","48.32","24.07","479.03","446.98","1782391653.98","90.94","10.52","2.6888851723727","7.98","4","2","Corn"
"Samar_tt-596","40-60 sm","Qumoq","7.2","1.07","4.34","1.73","25.43","16.67","13.45","395.77","345.35","305925688.87","69.86","11.47","4.8685666169726","8.13","1.5","","Wheat"
"Karta-1138","40-60 sm","Gill","7.77","2.04","3.96","1.72","28.08","23.57","11.88","429.28","406.71","608470772.09","","10.34","3.6936557316339","7.39","3.1657226976113","2.7","Cotton"
"NTTM-1140","40-60 sm","Qum","7.84","1.89","2.46","1.61","27.86","31.21","16.79","460.15","427.88","810335042.18","60.77","11.99","6.3304518364553","6.83","1.3194937442994","2.23","Wheat"
"Cottonchi_tup_1256","40-60 sm","Loy","7.97","2.66","2.91","1.77","27.98","32.3","19.59","459.93","402.01","1092010917.84","44.7","","3.5095101232542","7.38","2.9","2.4","Cotton"
"Cottonchi_tup_1257","40-60 sm","Loy","7.52","0.62","5.08","1.8","24.86","7.46","8.3","306.64","290.53","73643718.31","52.75","10","1.332736150155","8.37","2.7768013367933","2.47","Wheat"
"NMNX-1169","40-60 sm","Loy","8.87","0.76","5.17","1.86","25.14","11.46","7.94","350","304.78","61293583.35","48.43","11.7","1.7891145669398","6.55","1.5406772036808","2.48","Wheat"
"Jomboy_1850","40-60 sm","Qumoq","6.86","2.2","1.17","1.47","28.43","42.29","20.13","448.23","428.3","1481493428.78","45.9","6.77","1.2","","2.6591878077618","1.62","Corn"
"Samar_tt-597","40-60 sm","Gill","7.72","0.72","5.39","1.74","27.48","13.02","7.34","331.86","319.91","72854622.91","60.79","5.82","2.2901633097761","7.44","2.1475251001035","2.38","Wheat"
"Karta-1139","40-60 sm","Qum","8.61","0.74","4.82","1.61","27.84","6.78","6.3","334.11","317.96","77083438.2","47.77","10","1.8718736929244","6.53","2.9","1.29","Wheat"
"NTTM-1141","40-60 sm","Loy","7.72","2.33","0.89","1.33","23.66","41.27","21.41","476.65","447.73","1502619874.6","78.29","8.16","6","8.33","1.8703152018702","","Corn"
"Cottonchi_tup_1258","40-60 sm","Loy","6.7","2.15","2.35","1.57","25.6","35.9","16.98","402.45","373.8","","40.13","11.86","3.0678844946186","8.37","2.6760708477659","2.77","Corn"
"Cottonchi_tup_1259","40-60 sm","Qumoq","6.79","1.47","4.72","1.48","23.84","25.28","13.79","389.23","333.83","514900679.4","48.01","9.1","4.9300093848427","8.9","1.8655918987323","1.81","Wheat"
